eval/episode_success,training/alpha_loss,eval/episode_success_hard,render,training/actor_loss,eval/episode_success_any,eval/episode_reward_ctrl,training/critic_loss,_runtime,training/log_alpha,eval/episode_reward,eval/episode_success_easy,step,_step,training/sps,_timestamp,eval/episode_reward_near,training/entropy,eval/episode_reward_dist,eval/episode_reward_survive,eval/episode_dist
967.7880859375,0.0,0.0,"{'size': 897269, '_type': 'html-file', 'sha256': '14d3b7d52891f5cdf20fe0fe4894c2ec73cc9f1ea7aaee9ac9f6ade9290c418a', 'path': 'media/html/render_25204736_14d3b7d52891f5cdf20f.html'}",-44.21113967895508,1.0,0.0,4.017879962921143,779.93874377,0.0,967.7880859375,0.0,25204736.0,25204736.0,51307.62014750307,1774119480.2292867,0.0,0.0,-29.78156089782715,0.0,29.78156089782715
970.8271484375,0.0,0.0,,-44.239227294921875,1.0,0.0,4.020112037658691,785.768402086,0.0,970.8271484375,0.0,25458688.0,25458688.0,51287.500534252875,1774119480.3875098,0.0,0.0,-31.24976921081543,0.0,31.24976921081543
961.85546875,0.0,0.0,,-44.301361083984375,0.9990234375,0.0,4.040577411651611,791.436849252,0.0,961.85546875,0.0,25712640.0,25712640.0,51350.332710323266,1774119486.0583649,0.0,0.0,-31.25348663330078,0.0,31.25348663330078
970.9296875,0.0,0.0,,-44.24567794799805,1.0,0.0,4.026706695556641,797.09294764,0.0,970.9296875,0.0,25966592.0,25966592.0,51331.42138162072,1774119491.726994,0.0,0.0,-31.807113647460938,0.0,31.807113647460938
966.3408203125,0.0,0.0,,-44.21549987792969,1.0,0.0,4.010016918182373,802.766311688,0.0,966.3408203125,0.0,26220544.0,26220544.0,51444.34589935463,1774119497.3829873,0.0,0.0,-30.684423446655273,0.0,30.684423446655273
958.4169921875,0.0,0.0,"{'size': 882989, '_type': 'html-file', 'sha256': '72fbaaa5bc953aea30c8ac2e1ac34e993a589e0709254cf7299b560e49775bcd', 'path': 'media/html/render_26474496_72fbaaa5bc953aea30c8.html'}",-44.24278259277344,0.9951171875,0.0,4.001225471496582,817.512324271,0.0,958.4169921875,0.0,26474496.0,26474496.0,51282.51260072387,1774119517.8028498,0.0,0.0,-31.624629974365234,0.0,31.624629974365234
960.390625,0.0,0.0,,-44.22963333129883,0.9951171875,0.0,3.9996094703674316,823.394131419,0.0,960.390625,0.0,26728448.0,26728448.0,51321.98824966336,1774119517.977204,0.0,0.0,-33.67515563964844,0.0,33.67515563964844
971.169921875,0.0,0.0,,-44.27642822265625,1.0,0.0,3.9951274394989014,829.075160801,0.0,971.169921875,0.0,26982400.0,26982400.0,51006.911931094844,1774119523.6838996,0.0,0.0,-29.69562530517578,0.0,29.69562530517578
958.2578125,0.0,0.0,,-44.34040832519531,1.0,0.0,4.001528739929199,834.776858786,0.0,958.2578125,0.0,27236352.0,27236352.0,51191.41920625206,1774119529.365089,0.0,0.0,-31.525840759277344,0.0,31.525840759277344
943.7646484375,0.0,0.0,,-44.37324523925781,0.9990234375,0.0,4.006022930145264,840.472272131,0.0,943.7646484375,0.0,27490304.0,27490304.0,51001.321507566034,1774119535.0662603,0.0,0.0,-34.04257583618164,0.0,34.04257583618164
964.818359375,0.0,0.0,"{'sha256': 'f02e45afb2119b2a41cccb89b7e47b1fa46c72ce6d19066f6623492edfbd84be', 'path': 'media/html/render_27744256_f02e45afb2119b2a41cc.html', 'size': 875985, '_type': 'html-file'}",-44.347015380859375,0.9990234375,0.0,4.003722667694092,855.203542961,0.0,964.818359375,0.0,27744256.0,27744256.0,51041.8009832843,1774119555.49411,0.0,0.0,-32.063575744628906,0.0,32.063575744628906
967.755859375,0.0,0.0,,-44.29552459716797,0.9990234375,0.0,3.996126651763916,861.055853665,0.0,967.755859375,0.0,27998208.0,27998208.0,51094.959436291414,1774119555.664222,0.0,0.0,-29.133586883544922,0.0,29.133586883544922
953.8134765625,0.0,0.0,,-44.27837371826172,1.0,0.0,4.00369930267334,866.726458661,0.0,953.8134765625,0.0,28252160.0,28252160.0,51261.85511172649,1774119561.3458092,0.0,0.0,-32.07171630859375,0.0,32.07171630859375
963.287109375,0.0,0.0,,-44.24553298950195,0.99609375,0.0,4.016599178314209,872.395435604,0.0,963.287109375,0.0,28506112.0,28506112.0,51316.31618965598,1774119567.0164273,0.0,0.0,-30.485435485839844,0.0,30.485435485839844
950.3583984375,0.0,0.0,,-44.24734878540039,0.9951171875,0.0,4.012120723724365,878.075702352,0.0,950.3583984375,0.0,28760064.0,28760064.0,51317.56719886557,1774119572.685541,0.0,0.0,-31.307544708251953,0.0,31.307544708251953
954.078125,0.0,0.0,"{'size': 860017, '_type': 'html-file', 'sha256': 'cecbcf74ba0b62a37c84d3b7aeacf230006132cd4856f550e68a94fcbc4363f6', 'path': 'media/html/render_29014016_cecbcf74ba0b62a37c84.html'}",-44.13092041015625,1.0,0.0,4.004586219787598,893.757258032,0.0,954.078125,0.0,29014016.0,29014016.0,51221.05061985945,1774119594.0477898,0.0,0.0,-34.69371032714844,0.0,34.69371032714844
969.076171875,0.0,0.0,,-44.10317611694336,1.0,0.0,3.9893198013305664,899.632020384,0.0,969.076171875,0.0,29267968.0,29267968.0,51316.74884404428,1774119594.229639,0.0,0.0,-32.069419860839844,0.0,32.069419860839844
965.353515625,0.0,0.0,,-44.03228759765625,1.0,0.0,3.969745397567749,905.30894335,0.0,965.353515625,0.0,29521920.0,29521920.0,51166.137660612345,1774119599.9218318,0.0,0.0,-33.56763458251953,0.0,33.56763458251953
970.345703125,0.0,0.0,,-44.05635070800781,1.0,0.0,3.9569201469421387,910.98636843,0.0,970.345703125,0.0,29775872.0,29775872.0,51233.66736005836,1774119605.5989213,0.0,0.0,-29.703857421875,0.0,29.703857421875
962.7177734375,0.0,0.0,,-44.055572509765625,0.998046875,0.0,3.951617956161499,916.653237607,0.0,962.7177734375,0.0,30029824.0,30029824.0,51239.656388623494,1774119611.2764478,0.0,0.0,-33.16453552246094,0.0,33.16453552246094
968.947265625,0.0,0.0,"{'_type': 'html-file', 'sha256': '06766f354fa63a819cc3869c9c01aaa37f7cc620ea4feefae7d31acbb456e171', 'path': 'media/html/render_30283776_06766f354fa63a819cc3.html', 'size': 885401}",-44.1435661315918,1.0,0.0,3.9546053409576416,931.675170433,0.0,968.947265625,0.0,30283776.0,30283776.0,51334.684459510325,1774119631.9656184,0.0,0.0,-33.4854850769043,0.0,33.4854850769043
943.974609375,0.0,0.0,,-44.130977630615234,0.9892578125,0.0,3.966697931289673,937.535033779,0.0,943.974609375,0.0,30537728.0,30537728.0,51236.84901119286,1774119632.146695,0.0,0.0,-33.20419692993164,0.0,33.20419692993164
971.8935546875,0.0,0.0,,-44.17407989501953,1.0,0.0,3.9533209800720215,943.22256147,0.0,971.8935546875,0.0,30791680.0,30791680.0,51260.204711666614,1774119637.8250344,0.0,0.0,-33.03754425048828,0.0,33.03754425048828
966.66015625,0.0,0.0,,-44.23810577392578,1.0,0.0,3.963979721069336,948.899352858,0.0,966.66015625,0.0,31045632.0,31045632.0,51170.11721416569,1774119643.5125837,0.0,0.0,-31.4179630279541,0.0,31.4179630279541
965.5859375,0.0,0.0,,-44.26223373413086,1.0,0.0,3.9587838649749756,954.579765942,0.0,965.5859375,0.0,31299584.0,31299584.0,51246.0733500492,1774119649.189196,0.0,0.0,-32.47468948364258,0.0,32.47468948364258
970.7705078125,0.0,0.0,"{'size': 898401, '_type': 'html-file', 'sha256': '4fa70a7675f66490579aa12aaad4aeaf2a39e5d6423a9a676bae8630fb421df3', 'path': 'media/html/render_31553536_4fa70a7675f66490579a.html'}",-44.2508430480957,0.9990234375,0.0,3.9710283279418945,969.952413631,0.0,970.7705078125,0.0,31553536.0,31553536.0,51217.96205468125,1774119670.2429185,0.0,0.0,-30.8797607421875,0.0,30.8797607421875
958.462890625,0.0,0.0,,-44.30672836303711,0.9970703125,0.0,3.9763717651367188,975.822147513,0.0,958.462890625,0.0,31807488.0,31807488.0,51300.76772610202,1774119670.3985777,0.0,0.0,-34.030242919921875,0.0,34.030242919921875
969.5869140625,0.0,0.0,,-44.354835510253906,1.0,0.0,3.9846231937408447,981.521215861,0.0,969.5869140625,0.0,32061440.0,32061440.0,50902.70064634344,1774119676.1121702,0.0,0.0,-34.32932662963867,0.0,34.32932662963867
968.6865234375,0.0,0.0,,-44.35476303100586,1.0,0.0,3.9800124168395996,987.230945963,0.0,968.6865234375,0.0,32315392.0,32315392.0,51023.31415743444,1774119681.8111897,0.0,0.0,-32.43805694580078,0.0,32.43805694580078
970.314453125,0.0,0.0,,-44.35801696777344,1.0,0.0,3.981318473815918,992.905879526,0.0,970.314453125,0.0,32569344.0,32569344.0,50928.23138411848,1774119687.5208607,0.0,0.0,-31.02164077758789,0.0,31.02164077758789
965.55078125,0.0,0.0,"{'path': 'media/html/render_32823296_15ed661944726bf769c1.html', 'size': 906309, '_type': 'html-file', 'sha256': '15ed661944726bf769c1843e1f8ead0fcacc1c111c58b1994bf92beaca883833'}",-44.39072036743164,1.0,0.0,3.984408378601074,1007.784823952,0.0,965.55078125,0.0,32823296.0,32823296.0,51253.42413830619,1774119708.0753427,0.0,0.0,-31.7905216217041,0.0,31.7905216217041
971.19140625,0.0,0.0,,-44.344276428222656,1.0,0.0,3.9798367023468018,1013.66579528,0.0,971.19140625,0.0,33077248.0,33077248.0,51317.240842756575,1774119708.2437048,0.0,0.0,-34.45603942871094,0.0,34.45603942871094
969.515625,0.0,0.0,,-44.321414947509766,1.0,0.0,3.9686384201049805,1019.345204464,0.0,969.515625,0.0,33331200.0,33331200.0,51131.64547156552,1774119713.955724,0.0,0.0,-33.66394805908203,0.0,33.66394805908203
973.623046875,0.0,0.0,,-44.34283447265625,1.0,0.0,3.972294569015503,1025.032737436,0.0,973.623046875,0.0,33585152.0,33585152.0,51208.213597702466,1774119719.635183,0.0,0.0,-30.98179817199707,0.0,30.98179817199707
967.6533203125,0.0,0.0,,-44.373409271240234,1.0,0.0,3.960386276245117,1030.721382881,0.0,967.6533203125,0.0,33839104.0,33839104.0,51136.22848614372,1774119725.322637,0.0,0.0,-29.74432373046875,0.0,29.74432373046875
956.037109375,0.0,0.0,"{'size': 886149, '_type': 'html-file', 'sha256': '52eff3bc603b324e1a0d2570dfd725421cff0ff2be16bc7e4066d9ac583ad74c', 'path': 'media/html/render_34093056_52eff3bc603b324e1a0d.html'}",-44.421112060546875,0.994140625,0.0,3.9772379398345947,1045.766026044,0.0,956.037109375,0.0,34093056.0,34093056.0,51134.549343132356,1774119746.0565166,0.0,0.0,-33.33819580078125,0.0,33.33819580078125
952.404296875,0.0,0.0,,-44.37201690673828,0.99609375,0.0,3.9767003059387207,1051.614361529,0.0,952.404296875,0.0,34347008.0,34347008.0,51182.42357934489,1774119746.2209945,0.0,0.0,-33.32285690307617,0.0,33.32285690307617
966.484375,0.0,0.0,,-44.40177917480469,0.998046875,0.0,3.9807076454162598,1057.29477853,0.0,966.484375,0.0,34600960.0,34600960.0,51217.17888922174,1774119751.9044192,0.0,0.0,-33.984981536865234,0.0,33.984981536865234
952.1650390625,0.0,0.0,,-44.40346145629883,0.998046875,0.0,3.984036922454834,1062.969358126,0.0,952.1650390625,0.0,34854912.0,34854912.0,51183.88204840305,1774119757.5846548,0.0,0.0,-33.515113830566406,0.0,33.515113830566406
974.513671875,0.0,0.0,,-44.38268280029297,1.0,0.0,3.9868574142456055,1068.645125117,0.0,974.513671875,0.0,35108864.0,35108864.0,51254.610424172715,1774119763.2593677,0.0,0.0,-32.209251403808594,0.0,32.209251403808594
963.951171875,0.0,0.0,"{'size': 865089, '_type': 'html-file', 'sha256': '6e9eb900e5215c2a534472344f34d053375f18f9a7ec73f61522ef014472edad', 'path': 'media/html/render_35362816_6e9eb900e5215c2a5344.html'}",-44.37331008911133,1.0,0.0,3.9794020652770996,1083.658812467,0.0,963.951171875,0.0,35362816.0,35362816.0,51255.007509255505,1774119783.9493468,0.0,0.0,-32.9334716796875,0.0,32.9334716796875
973.9833984375,0.0,0.0,,-44.365806579589844,1.0,0.0,3.9818785190582275,1089.509612178,0.0,973.9833984375,0.0,35616768.0,35616768.0,51344.35243291009,1774119784.1151168,0.0,0.0,-31.79913330078125,0.0,31.79913330078125
966.029296875,0.0,0.0,,-44.356422424316406,1.0,0.0,3.978844404220581,1095.17983723,0.0,966.029296875,0.0,35870720.0,35870720.0,51220.819087705044,1774119789.7990243,0.0,0.0,-31.552295684814453,0.0,31.552295684814453
973.7783203125,0.0,0.0,,-44.31109619140625,1.0,0.0,3.967461585998535,1100.850647956,0.0,973.7783203125,0.0,36124672.0,36124672.0,51306.073065132514,1774119795.4697561,0.0,0.0,-32.40944290161133,0.0,32.40944290161133
972.1162109375,0.0,0.0,,-44.262577056884766,1.0,0.0,3.9575588703155518,1106.53306876,0.0,972.1162109375,0.0,36378624.0,36378624.0,51299.11234887823,1774119801.140735,0.0,0.0,-31.68775177001953,0.0,31.68775177001953
966.943359375,0.0,0.0,"{'size': 886833, '_type': 'html-file', 'sha256': 'b8bc7365f4eb6c10366fffb89f8da7d521a1c87cb9257bf2b4f5c2f92361aaf2', 'path': 'media/html/render_36632576_b8bc7365f4eb6c10366f.html'}",-44.22993850708008,0.998046875,0.0,3.9518327713012695,1122.000096445,0.0,966.943359375,0.0,36632576.0,36632576.0,51180.972571198916,1774119822.2906134,0.0,0.0,-32.9600830078125,0.0,32.9600830078125
966.4794921875,0.0,0.0,,-44.29510498046875,1.0,0.0,3.9602277278900146,1127.872266022,0.0,966.4794921875,0.0,36886528.0,36886528.0,51060.21554155826,1774119822.476796,0.0,0.0,-34.12512969970703,0.0,34.12512969970703
971.08984375,0.0,0.0,,-44.32149124145508,1.0,0.0,3.9681506156921387,1133.561901592,0.0,971.08984375,0.0,37140480.0,37140480.0,51225.90342432642,1774119828.162214,0.0,0.0,-31.85308074951172,0.0,31.85308074951172
969.8408203125,0.0,0.0,,-44.34268569946289,1.0,0.0,3.9623348712921143,1139.254585928,0.0,969.8408203125,0.0,37394432.0,37394432.0,51108.293943158504,1774119833.8516822,0.0,0.0,-32.066593170166016,0.0,32.066593170166016
970.7138671875,0.0,0.0,,-44.35380935668945,1.0,0.0,3.9680681228637695,1144.950010812,0.0,970.7138671875,0.0,37648384.0,37648384.0,51088.53860457335,1774119839.544419,0.0,0.0,-30.563358306884766,0.0,30.563358306884766
958.798828125,0.0,0.0,"{'size': 886385, '_type': 'html-file', 'sha256': '6f4e26e3581edf4ef1c3d0445f66d7dc5cb52efc215a7627fc39ebf8d4a15b55', 'path': 'media/html/render_37902336_6f4e26e3581edf4ef1c3.html'}",-44.430545806884766,1.0,0.0,3.967134952545166,1160.485945656,0.0,958.798828125,0.0,37902336.0,37902336.0,51045.53371460108,1774119860.7764416,0.0,0.0,-33.754432678222656,0.0,33.754432678222656
961.265625,0.0,0.0,,-44.47978210449219,0.994140625,0.0,3.9807331562042236,1166.369920958,0.0,961.265625,0.0,38156288.0,38156288.0,51232.309548706275,1774119860.9575782,0.0,0.0,-31.499855041503906,0.0,31.499855041503906
963.66015625,0.0,0.0,,-44.524173736572266,1.0,0.0,3.988983154296875,1172.048441271,0.0,963.66015625,0.0,38410240.0,38410240.0,51029.70637995479,1774119866.6598368,0.0,0.0,-32.54417037963867,0.0,32.54417037963867
959.466796875,0.0,0.0,,-44.55751037597656,1.0,0.0,4.0012664794921875,1177.746893161,0.0,959.466796875,0.0,38664192.0,38664192.0,51243.45509486,1774119872.3379564,0.0,0.0,-31.178913116455078,0.0,31.178913116455078
964.833984375,0.0,0.0,,-44.519622802734375,1.0,0.0,3.9976935386657715,1183.431880825,0.0,964.833984375,0.0,38918144.0,38918144.0,51014.463024003075,1774119878.0367928,0.0,0.0,-29.523799896240234,0.0,29.523799896240234
959.2685546875,0.0,0.0,"{'size': 897601, '_type': 'html-file', 'sha256': 'fc8931ebe2442363bc401f90ff31aba5d4b43257bcec3747681652c1a46c1a76', 'path': 'media/html/render_39172096_fc8931ebe2442363bc40.html'}",-44.50144577026367,1.0,0.0,3.9934582710266113,1197.877391804,0.0,959.2685546875,0.0,39172096.0,39172096.0,51157.82905068884,1774119898.1678917,0.0,0.0,-32.229522705078125,0.0,32.229522705078125
970.5849609375,0.0,0.0,,-44.48611831665039,1.0,0.0,4.001327037811279,1203.760973345,0.0,970.5849609375,0.0,39426048.0,39426048.0,51101.19065625394,1774119898.3473067,0.0,0.0,-31.98798370361328,0.0,31.98798370361328
968.091796875,0.0,0.0,,-44.51947021484375,1.0,0.0,4.012020587921143,1209.443026837,0.0,968.091796875,0.0,39680000.0,39680000.0,51044.119811116725,1774119904.0507586,0.0,0.0,-30.560623168945312,0.0,30.560623168945312
974.4140625,0.0,0.0,,-44.52308654785156,1.0,0.0,4.017351150512695,1215.130221764,0.0,974.4140625,0.0,39933952.0,39933952.0,51170.26716620942,1774119909.7329116,0.0,0.0,-29.094608306884766,0.0,29.094608306884766
969.8974609375,0.0,0.0,,-44.560035705566406,1.0,0.0,4.038443565368652,1220.807416804,0.0,969.8974609375,0.0,40187904.0,40187904.0,51147.78172048799,1774119915.4196258,0.0,0.0,-31.923778533935547,0.0,31.923778533935547
975.611328125,0.0,0.0,"{'size': 870497, '_type': 'html-file', 'sha256': 'bdc741be287fd397a48ec912748e196655867a108800da3626b9ff6d8374926c', 'path': 'media/html/render_40441856_bdc741be287fd397a48e.html'}",-44.49793243408203,1.0,0.0,4.026120662689209,1235.79285276,0.0,975.611328125,0.0,40441856.0,40441856.0,51220.82155080205,1774119936.0832937,0.0,0.0,-30.799945831298828,0.0,30.799945831298828
973.029296875,0.0,0.0,,-44.50640106201172,1.0,0.0,4.019174098968506,1241.656379428,0.0,973.029296875,0.0,40695808.0,40695808.0,51264.52952817706,1774119936.2499256,0.0,0.0,-31.419532775878906,0.0,31.419532775878906
966.9853515625,0.0,0.0,,-44.44633865356445,1.0,0.0,4.008759021759033,1247.337616988,0.0,966.9853515625,0.0,40949760.0,40949760.0,51124.87677940198,1774119941.9464066,0.0,0.0,-30.67908477783203,0.0,30.67908477783203
967.96875,0.0,0.0,,-44.40363311767578,0.9990234375,0.0,4.009718418121338,1253.021212477,0.0,967.96875,0.0,41203712.0,41203712.0,51206.99253200834,1774119947.6275594,0.0,0.0,-32.21676254272461,0.0,32.21676254272461
971.9951171875,0.0,0.0,,-44.36825942993164,1.0,0.0,4.0055670738220215,1258.713393578,0.0,971.9951171875,0.0,41457664.0,41457664.0,51165.014452079464,1774119953.3111575,0.0,0.0,-31.99852752685547,0.0,31.99852752685547
960.705078125,0.0,0.0,"{'path': 'media/html/render_41711616_6af59392fe9b883b3c23.html', 'size': 898497, '_type': 'html-file', 'sha256': '6af59392fe9b883b3c239dc8014dcccf5b2ac7c0d06d3d94e1c32ed5447880c4'}",-44.46704864501953,0.99609375,0.0,4.011023044586182,1273.782231376,0.0,960.705078125,0.0,41711616.0,41711616.0,51100.01636444957,1774119974.0727699,0.0,0.0,-32.00193405151367,0.0,32.00193405151367
967.517578125,0.0,0.0,,-44.47651672363281,1.0,0.0,4.004635810852051,1279.630644232,0.0,967.517578125,0.0,41965568.0,41965568.0,51207.42826852712,1774119974.2328205,0.0,0.0,-33.79616165161133,0.0,33.79616165161133
967.3564453125,0.0,0.0,,-44.43050003051758,1.0,0.0,4.006467342376709,1285.312929063,0.0,967.3564453125,0.0,42219520.0,42219520.0,51229.51036804765,1774119979.9205863,0.0,0.0,-33.901611328125,0.0,33.901611328125
973.822265625,0.0,0.0,,-44.47650909423828,1.0,0.0,4.003426551818848,1290.986471398,0.0,973.822265625,0.0,42473472.0,42473472.0,51187.566713142194,1774119985.6028416,0.0,0.0,-32.485939025878906,0.0,32.485939025878906
972.4345703125,0.0,0.0,,-44.44525909423828,1.0,0.0,3.9942638874053955,1296.639728467,0.0,972.4345703125,0.0,42727424.0,42727424.0,51283.59652950558,1774119991.2766309,0.0,0.0,-32.32038879394531,0.0,32.32038879394531
970.9208984375,0.0,0.0,"{'size': 890293, '_type': 'html-file', 'sha256': 'd49dca60444abafde4a7d6e34ae33b81d8cbe91914816101445d080b42832fdd', 'path': 'media/html/render_42981376_d49dca60444abafde4a7.html'}",-44.42287826538086,1.0,0.0,3.9870553016662598,1312.004192791,0.0,970.9208984375,0.0,42981376.0,42981376.0,51481.9485999221,1774120012.2947109,0.0,0.0,-32.747623443603516,0.0,32.747623443603516
957.7060546875,0.0,0.0,,-44.42129135131836,1.0,0.0,3.987053155899048,1317.87282049,0.0,957.7060546875,0.0,43235328.0,43235328.0,51178.59703039258,1774120012.4707859,0.0,0.0,-30.309152603149414,0.0,30.309152603149414
972.4638671875,0.0,0.0,,-44.43167495727539,0.9990234375,0.0,3.9974074363708496,1323.561165569,0.0,972.4638671875,0.0,43489280.0,43489280.0,51140.14446005317,1774120018.1626868,0.0,0.0,-33.24082946777344,0.0,33.24082946777344
968.701171875,0.0,0.0,,-44.42338562011719,1.0,0.0,3.990777015686035,1329.251739208,0.0,968.701171875,0.0,43743232.0,43743232.0,51153.36499401567,1774120023.851087,0.0,0.0,-31.56311798095703,0.0,31.56311798095703
973.009765625,0.0,0.0,,-44.35589599609375,1.0,0.0,3.984828233718872,1334.959838456,0.0,973.009765625,0.0,43997184.0,43997184.0,51103.25499104453,1774120029.541327,0.0,0.0,-31.849590301513672,0.0,31.849590301513672
927.4208984375,0.0,0.0,"{'path': 'media/html/render_44251136_2eeda4e4f702f1193c98.html', 'size': 883465, '_type': 'html-file', 'sha256': '2eeda4e4f702f1193c98c38d77b9d5619db87e5e7ab7cf6cfe1b6e0b039d3dc3'}",-44.39930725097656,0.9970703125,0.0,3.986631155014038,1349.775692132,0.0,927.4208984375,0.0,44251136.0,44251136.0,51165.40277680439,1774120050.0662131,0.0,0.0,-33.6138801574707,0.0,33.6138801574707
953.2353515625,0.0,0.0,,-44.38911819458008,1.0,0.0,4.001235485076904,1355.643815354,0.0,953.2353515625,0.0,44505088.0,44505088.0,51214.61529811959,1774120050.2516284,0.0,0.0,-34.19740295410156,0.0,34.19740295410156
935.99609375,0.0,0.0,,-44.39004898071289,0.9951171875,0.0,4.006366729736328,1361.310545414,0.0,935.99609375,0.0,44759040.0,44759040.0,51254.73374186273,1774120055.93381,0.0,0.0,-36.90626525878906,0.0,36.90626525878906
944.119140625,0.0,0.0,,-44.34672164916992,1.0,0.0,3.9939892292022705,1366.995447439,0.0,944.119140625,0.0,45012992.0,45012992.0,51347.735970087,1774120061.6007068,0.0,0.0,-34.204097747802734,0.0,34.204097747802734
961.642578125,0.0,0.0,,-44.3073844909668,1.0,0.0,3.999113082885742,1372.66447915,0.0,961.642578125,0.0,45266944.0,45266944.0,51177.4191783789,1774120067.2855024,0.0,0.0,-33.59599304199219,0.0,33.59599304199219
959.6884765625,0.0,0.0,"{'path': 'media/html/render_45520896_5c7f616cc72febe02651.html', 'size': 867213, '_type': 'html-file', 'sha256': '5c7f616cc72febe026513568db80395f172225fef299355794356d12024a41f0'}",-44.269866943359375,1.0,0.0,3.987393617630005,1387.668705662,0.0,959.6884765625,0.0,45520896.0,45520896.0,51314.36315493143,1774120087.9592571,0.0,0.0,-33.215274810791016,0.0,33.215274810791016
974.5380859375,0.0,0.0,,-44.304595947265625,1.0,0.0,3.9895496368408203,1393.513855854,0.0,974.5380859375,0.0,45774848.0,45774848.0,51276.0322058066,1774120088.128544,0.0,0.0,-29.258867263793945,0.0,29.258867263793945
971.8515625,0.0,0.0,,-44.332969665527344,0.9990234375,0.0,3.9951412677764893,1399.188195639,0.0,971.8515625,0.0,46028800.0,46028800.0,51288.653823315224,1774120093.803968,0.0,0.0,-32.67816162109375,0.0,32.67816162109375
970.5556640625,0.0,0.0,,-44.34525680541992,0.9990234375,0.0,4.0022759437561035,1404.858308374,0.0,970.5556640625,0.0,46282752.0,46282752.0,51265.476989872106,1774120099.4782956,0.0,0.0,-31.801319122314453,0.0,31.801319122314453
972.12890625,0.0,0.0,,-44.29811096191406,1.0,0.0,3.987684488296509,1410.541561626,0.0,972.12890625,0.0,46536704.0,46536704.0,51331.23832509765,1774120105.1483486,0.0,0.0,-31.85242462158203,0.0,31.85242462158203
957.525390625,0.0,0.0,"{'size': 870389, '_type': 'html-file', 'sha256': '4d75b97f0472277022cbbba69cc0bed8246324165212ee193d528f8304c05e00', 'path': 'media/html/render_46790656_4d75b97f0472277022cb.html'}",-44.22685241699219,0.9990234375,0.0,3.9796764850616455,1425.777499351,0.0,957.525390625,0.0,46790656.0,46790656.0,51193.771332586664,1774120126.0680575,0.0,0.0,-33.887474060058594,0.0,33.887474060058594
960.7138671875,0.0,0.0,,-44.27474594116211,1.0,0.0,3.9840261936187744,1431.631519845,0.0,960.7138671875,0.0,47044608.0,47044608.0,51386.132093989734,1774120126.230162,0.0,0.0,-32.90019226074219,0.0,32.90019226074219
969.392578125,0.0,0.0,,-44.31744384765625,1.0,0.0,3.9895715713500977,1437.312009106,0.0,969.392578125,0.0,47298560.0,47298560.0,51161.47064689378,1774120131.9217238,0.0,0.0,-31.908361434936523,0.0,31.908361434936523
969.689453125,0.0,0.0,,-44.286521911621094,1.0,0.0,4.00010347366333,1442.992507485,0.0,969.689453125,0.0,47552512.0,47552512.0,51192.838821496465,1774120137.6020784,0.0,0.0,-30.564678192138672,0.0,30.564678192138672
969.8916015625,0.0,0.0,,-44.248619079589844,0.9990234375,0.0,3.9924185276031494,1448.688327865,0.0,969.8916015625,0.0,47806464.0,47806464.0,51209.67846100177,1774120143.282661,0.0,0.0,-33.47783660888672,0.0,33.47783660888672
964.9697265625,0.0,0.0,"{'size': 881589, '_type': 'html-file', 'sha256': 'fd3f5e97b5e600f766042c88679d69ade9366f2bc968e738848802dbeb954f78', 'path': 'media/html/render_48060416_fd3f5e97b5e600f76604.html'}",-44.23628234863281,1.0,0.0,3.986753225326538,1463.853513291,0.0,964.9697265625,0.0,48060416.0,48060416.0,51068.22559041194,1774120164.1439357,0.0,0.0,-33.372093200683594,0.0,33.372093200683594
958.814453125,0.0,0.0,,-44.297847747802734,1.0,0.0,3.9842116832733154,1469.746771962,0.0,958.814453125,0.0,48314368.0,48314368.0,51113.929919214555,1774120164.3070953,0.0,0.0,-34.658992767333984,0.0,34.658992767333984
963.9404296875,0.0,0.0,,-44.27324295043945,1.0,0.0,3.9961745738983154,1475.432060965,0.0,963.9404296875,0.0,48568320.0,48568320.0,50757.83456534973,1774120170.036126,0.0,0.0,-31.549896240234375,0.0,31.549896240234375
964.890625,0.0,0.0,,-44.2459716796875,0.9990234375,0.0,3.9937002658843994,1481.127328075,0.0,964.890625,0.0,48822272.0,48822272.0,51158.340120636734,1774120175.721924,0.0,0.0,-33.685333251953125,0.0,33.685333251953125
971.6923828125,0.0,0.0,,-44.290828704833984,1.0,0.0,3.98893666267395,1486.811457213,0.0,971.6923828125,0.0,49076224.0,49076224.0,51043.099794438254,1774120181.4172301,0.0,0.0,-30.9407958984375,0.0,30.9407958984375
967.8466796875,0.0,0.0,"{'size': 888917, '_type': 'html-file', 'sha256': 'e89d9e37639dc4bf1bb13e999bfcaf229411f0260dbe188e3674d18e1cd27295', 'path': 'media/html/render_49330176_e89d9e37639dc4bf1bb1.html'}",-44.30827713012695,1.0,0.0,3.9904654026031494,1501.289630983,0.0,967.8466796875,0.0,49330176.0,49330176.0,51179.60279663131,1774120201.580232,0.0,0.0,-31.304309844970703,0.0,31.304309844970703
953.541015625,0.0,0.0,,-44.2870979309082,0.998046875,0.0,3.983327865600586,1507.134730242,0.0,953.541015625,0.0,49584128.0,49584128.0,51000.679261287965,1774120201.7466896,0.0,0.0,-31.551790237426758,0.0,31.551790237426758
