eval/episode_success_easy,training/sps,step,training/actor_loss,_runtime,training/log_alpha,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_success_hard,training/alpha_loss,training/critic_loss,_step,_timestamp,eval/episode_reward,eval/episode_reward_survive,training/entropy,eval/episode_dist,eval/episode_success_any,render,eval/episode_reward_near,eval/episode_success
0.0,30040.104149221566,25712640.0,4.412150883581489e-05,2870.617667242,0.0,-371.01953125,0.0,0.0,0.0,9.881966078761906e-11,25712640.0,1774290127.8085973,0.0,92.7548828125,0.0,755.7137451171875,0.0,,0.0,0.0
0.0,29848.63517895082,25966592.0,4.3093430576846004e-05,2893.204201034,0.0,-367.8671875,0.0,0.0,0.0,9.560380959117154e-11,25966592.0,1774290150.6767755,0.0,91.966796875,0.0,757.6239013671875,0.0,,0.0,0.0
0.0,30105.780851050178,26220544.0,4.08601263188757e-05,2916.065834034,0.0,-330.609375,0.0,0.0,0.0,9.054659799723197e-11,26220544.0,1774290173.263386,0.0,82.65234375,0.0,678.5888671875,0.0,,0.0,0.0
0.0,29869.22843440064,26474496.0,3.8709295040462166e-05,2964.358140606,0.0,-376.2421875,0.0,0.0,0.0,8.540294860193143e-11,26474496.0,1774290244.4179854,0.0,94.060546875,0.0,771.90087890625,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_26474496_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,30088.79588358093,26728448.0,3.706311690621078e-05,2987.462843791,0.0,-362.34375,0.0,0.0,0.0,8.072331691977297e-11,26728448.0,1774290244.6183653,0.0,90.5859375,0.0,762.3355712890625,0.0,,0.0,0.0
0.0,29777.912753819808,26982400.0,3.563839345588349e-05,3010.037716621,0.0,-355.1640625,0.0,0.0,0.0,7.780887739672337e-11,26982400.0,1774290267.5220912,0.0,88.791015625,0.0,716.2968139648438,0.0,,0.0,0.0
0.0,30115.565344567938,27236352.0,3.421745350351557e-05,3032.886693358,0.0,-322.6953125,0.0,0.0,0.0,7.373190252790707e-11,27236352.0,1774290290.0965421,0.0,80.673828125,0.0,665.6463623046875,0.0,,0.0,0.0
0.0,29929.99485693367,27490304.0,3.2521926186745986e-05,3055.471418791,0.0,-355.07421875,0.0,0.0,0.0,7.009692826187575e-11,27490304.0,1774290312.9459224,0.0,88.7685546875,0.0,710.3314208984375,0.0,,0.0,0.0
0.0,30122.048146550667,27744256.0,3.182639193255454e-05,3105.039214586,0.0,-329.4765625,0.0,0.0,0.0,6.761362997265152e-11,27744256.0,1774290385.0989947,0.0,82.369140625,0.0,641.9110107421875,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_27744256_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29921.394626046716,27998208.0,2.9057548090349883e-05,3127.909813561,0.0,-411.3359375,0.0,0.0,0.0,6.396008028763944e-11,27998208.0,1774290385.3013165,0.0,102.833984375,0.0,836.7398681640625,0.0,,0.0,0.0
0.0,29948.38729163815,28252160.0,2.8422253308235668e-05,3150.788200407,0.0,-375.421875,0.0,0.0,0.0,6.187815537739283e-11,28252160.0,1774290407.96879,0.0,93.85546875,0.0,772.359375,0.0,,0.0,0.0
0.0,29812.794773132075,28506112.0,2.842544563463889e-05,3173.372258849,0.0,-339.67578125,0.0,0.0,0.0,6.01332733607407e-11,28506112.0,1774290430.8473558,0.0,84.9189453125,0.0,721.7040405273438,0.0,,0.0,0.0
0.0,30086.250471156938,28760064.0,2.8060449039912783e-05,3196.246625469,0.0,-342.50390625,0.0,0.0,0.0,5.880349679410202e-11,28760064.0,1774290453.4314568,0.0,85.6259765625,0.0,715.9794921875,0.0,,0.0,0.0
0.0,29835.07169712281,29014016.0,2.7357073122402653e-05,3245.782206778,0.0,-309.3984375,0.0,0.0,0.0,5.847849288143081e-11,29014016.0,1774290525.8420658,0.0,77.349609375,0.0,648.1422119140625,0.0,"{'path': 'media/html/render_29014016_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30102.249951129677,29267968.0,2.589393079688307e-05,3268.89759744,0.0,-337.6171875,0.0,0.0,0.0,5.676747266702975e-11,29267968.0,1774290526.0443552,0.0,84.404296875,0.0,680.3756713867188,0.0,,0.0,0.0
0.0,29748.650515964942,29521920.0,2.578454586910084e-05,3291.495780192,0.0,-350.58203125,0.0,0.0,0.0,5.5250071878676366e-11,29521920.0,1774290548.9565995,0.0,87.6455078125,0.0,699.7845458984375,0.0,,0.0,0.0
0.0,30034.48649995721,29775872.0,2.5908379029715434e-05,3314.368225962,0.0,-334.25,0.0,0.0,0.0,5.4677054550644755e-11,29775872.0,1774290571.5547004,0.0,83.5625,0.0,676.7952880859375,0.0,,0.0,0.0
0.0,29834.12155348795,30029824.0,2.6875313778873533e-05,3336.975022847,0.0,-365.9921875,0.0,0.0,0.0,5.554333382118415e-11,30029824.0,1774290594.427425,0.0,91.498046875,0.0,774.0430297851562,0.0,,0.0,0.0
0.0,30055.433769781346,30283776.0,2.6044677724712528e-05,3385.706547789,0.0,-347.8125,0.0,0.0,0.0,5.5077966493177755e-11,30283776.0,1774290665.7663896,0.0,86.953125,0.0,720.3262329101562,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_30283776_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29852.563641858884,30537728.0,2.508153374947142e-05,3408.523098622,0.0,-353.453125,0.0,0.0,0.0,5.427720425887905e-11,30537728.0,1774290665.975343,0.0,88.36328125,0.0,730.7487182617188,0.0,,0.0,0.0
0.0,30064.1358459039,30791680.0,2.362021587032359e-05,3431.393327363,0.0,-344.71875,0.0,0.0,0.0,5.23069990099323e-11,30791680.0,1774290688.5822818,0.0,86.1796875,0.0,713.7853393554688,0.0,,0.0,0.0
0.0,29852.21977640821,31045632.0,2.4045204554568045e-05,3453.977475011,0.0,-350.796875,0.0,0.0,0.0,5.173421413484647e-11,31045632.0,1774290711.4518394,0.0,87.69921875,0.0,719.69873046875,0.0,,0.0,0.0
0.0,30081.43958582211,31299584.0,2.1652334908139892e-05,3476.84495746,0.0,-353.08203125,0.0,0.0,0.0,5.0100104620476316e-11,31299584.0,1774290734.0367353,0.0,88.2705078125,0.0,711.889892578125,0.0,,0.0,0.0
0.0,29858.95545920197,31553536.0,2.2431720935855992e-05,3526.426588526,0.0,-340.19140625,0.0,0.0,0.0,4.940016798404834e-11,31553536.0,1774290806.4864607,0.0,85.0478515625,0.0,706.9358520507812,0.0,"{'path': 'media/html/render_31553536_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30100.791888583608,31807488.0,2.2274085495155305e-05,3549.527102522,0.0,-393.0,0.0,0.0,0.0,4.8701837701559114e-11,31807488.0,1774290806.6943285,0.0,98.25,0.0,810.238037109375,0.0,,0.0,0.0
0.0,29811.161868290455,32061440.0,2.1953181203571148e-05,3572.11194136,0.0,-331.7265625,0.0,0.0,0.0,4.860676097728778e-11,32061440.0,1774290829.586202,0.0,82.931640625,0.0,678.8858642578125,0.0,,0.0,0.0
0.0,30081.248439718926,32315392.0,2.382678576395847e-05,3594.962671166,0.0,-339.9453125,0.0,0.0,0.0,4.935716418907887e-11,32315392.0,1774290852.1712325,0.0,84.986328125,0.0,683.0030517578125,0.0,,0.0,0.0
0.0,29912.857299424908,32569344.0,2.2590114895137958e-05,3617.534797485,0.0,-369.9921875,0.0,0.0,0.0,4.8742686969971416e-11,32569344.0,1774290875.0217066,0.0,92.498046875,0.0,784.7991333007812,0.0,,0.0,0.0
0.0,30127.651733053215,32823296.0,2.129489257640671e-05,3667.428692615,0.0,-368.72265625,0.0,0.0,0.0,4.77013498145773e-11,32823296.0,1774290947.488535,0.0,92.1806640625,0.0,767.7021484375,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_32823296_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,29903.79676358476,33077248.0,1.8239525161334313e-05,3690.291829109,0.0,-350.92578125,0.0,0.0,0.0,4.577791271054288e-11,33077248.0,1774290947.6971574,0.0,87.7314453125,0.0,760.8472900390625,0.0,,0.0,0.0
0.0,29950.3712812567,33331200.0,1.9390450688661076e-05,3713.178318266,0.0,-340.86328125,0.0,0.0,0.0,4.541575795991015e-11,33331200.0,1774290970.3509848,0.0,85.2158203125,0.0,675.502685546875,0.0,,0.0,0.0
0.0,29803.411973499173,33585152.0,1.9609204173320904e-05,3735.760392355,0.0,-372.80859375,0.0,0.0,0.0,4.53202995964741e-11,33585152.0,1774290993.2376153,0.0,93.2021484375,0.0,736.21484375,0.0,,0.0,0.0
0.0,30078.449489473478,33839104.0,1.9749049897654913e-05,3758.638577581,0.0,-367.046875,0.0,0.0,0.0,4.5263282705265695e-11,33839104.0,1774291015.8197522,0.0,91.76171875,0.0,766.88720703125,0.0,,0.0,0.0
0.0,29839.092719728116,34093056.0,2.0908148144371808e-05,3808.195235146,0.0,-342.31640625,0.0,0.0,0.0,4.5835994721965534e-11,34093056.0,1774291088.2550228,0.0,85.5791015625,0.0,694.808349609375,0.0,"{'path': 'media/html/render_34093056_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30086.24622208059,34347008.0,2.1304602341842838e-05,3831.304675615,0.0,-354.72265625,0.0,0.0,0.0,4.679813828123436e-11,34347008.0,1774291088.4619057,0.0,88.6806640625,0.0,724.0732421875,0.0,,0.0,0.0
0.0,29785.212115355072,34600960.0,2.0936751752742566e-05,3853.905636499,0.0,-325.453125,0.0,0.0,0.0,4.6307766649045234e-11,34600960.0,1774291111.3640425,0.0,81.36328125,0.0,661.4078369140625,0.0,,0.0,0.0
0.0,30065.160100624045,34854912.0,1.8951264792121947e-05,3876.772093196,0.0,-409.7734375,0.0,0.0,0.0,4.5406844950690584e-11,34854912.0,1774291133.9642012,0.0,102.443359375,0.0,845.968505859375,0.0,,0.0,0.0
0.0,29856.865557672645,35108864.0,1.952113234438002e-05,3899.366674818,0.0,-414.70703125,0.0,0.0,0.0,4.536476749805729e-11,35108864.0,1774291156.831461,0.0,103.6767578125,0.0,859.0816040039062,0.0,,0.0,0.0
0.0,30085.243473626473,35362816.0,1.9431610780884512e-05,3948.06707805,0.0,-367.7578125,0.0,0.0,0.0,4.5085601918515295e-11,35362816.0,1774291228.126928,0.0,91.939453125,0.0,780.1812744140625,0.0,"{'path': 'media/html/render_35362816_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29854.32408932351,35616768.0,1.8595750589156523e-05,3970.892839793,0.0,-366.27734375,0.0,0.0,0.0,4.443076115356881e-11,35616768.0,1774291228.339929,0.0,91.5693359375,0.0,758.0767822265625,0.0,,0.0,0.0
0.0,30042.95867259407,35870720.0,1.6832356777740642e-05,3993.764621741,0.0,-339.15234375,0.0,0.0,0.0,4.3079106254451105e-11,35870720.0,1774291250.952066,0.0,84.7880859375,0.0,709.1265869140625,0.0,,0.0,0.0
0.0,29849.064281428524,36124672.0,1.6941805370151997e-05,4016.346529458,0.0,-417.5,0.0,0.0,0.0,4.2692842316949253e-11,36124672.0,1774291273.8240008,0.0,104.375,0.0,870.7229614257812,0.0,,0.0,0.0
0.0,30116.467080680293,36378624.0,1.962685382750351e-05,4039.207031511,0.0,-354.0546875,0.0,0.0,0.0,4.3607884664398355e-11,36378624.0,1774291296.4057953,0.0,88.513671875,0.0,740.8737182617188,0.0,,0.0,0.0
0.0,29888.491401114657,36632576.0,1.8355702195549384e-05,4088.87486057,0.0,-380.7890625,0.0,0.0,0.0,4.306087431071859e-11,36632576.0,1774291368.9345756,0.0,95.197265625,0.0,802.7703857421875,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_36632576_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,30097.694187229055,36886528.0,1.818123746488709e-05,4112.002993068,0.0,-355.87890625,0.0,0.0,0.0,4.305018841410657e-11,36886528.0,1774291369.156479,0.0,88.9697265625,0.0,729.0465087890625,0.0,,0.0,0.0
0.0,29761.374618721045,37140480.0,1.866130332928151e-05,4134.610700696,0.0,-334.98046875,0.0,0.0,0.0,4.33253294351843e-11,37140480.0,1774291392.0622826,0.0,83.7451171875,0.0,676.914794921875,0.0,,0.0,0.0
0.0,30084.87638243243,37394432.0,1.626171615498606e-05,4157.468938312,0.0,-369.2109375,0.0,0.0,0.0,4.208858608856225e-11,37394432.0,1774291414.6699135,0.0,92.302734375,0.0,756.729736328125,0.0,,0.0,0.0
0.0,29886.962565113074,37648384.0,1.6703053915989585e-05,4180.047869623,0.0,-365.77734375,0.0,0.0,0.0,4.171437500977149e-11,37648384.0,1774291437.5282717,0.0,91.4443359375,0.0,753.2167358398438,0.0,,0.0,0.0
0.0,30105.18011418383,37902336.0,1.8793929484672844e-05,4228.760331434,0.0,-353.54296875,0.0,0.0,0.0,4.277996012991281e-11,37902336.0,1774291508.8201747,0.0,88.3857421875,0.0,736.952392578125,0.0,"{'path': 'media/html/render_37902336_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29905.627911308344,38156288.0,1.8697917766985483e-05,4251.627569229,0.0,-382.0703125,0.0,0.0,0.0,4.313372575781571e-11,38156288.0,1774291509.0414834,0.0,95.517578125,0.0,777.4407348632812,0.0,,0.0,0.0
0.0,29946.448187394737,38410240.0,1.6008880265871994e-05,4274.522526365,0.0,-376.1171875,0.0,0.0,0.0,4.169663572750615e-11,38410240.0,1774291531.6868877,0.0,94.029296875,0.0,787.43994140625,0.0,,0.0,0.0
0.0,29770.705169615158,38664192.0,1.650465310376603e-05,4297.123586076,0.0,-397.79296875,0.0,0.0,0.0,4.1306708054023034e-11,38664192.0,1774291554.5817168,0.0,99.4482421875,0.0,797.65966796875,0.0,,0.0,0.0
0.0,30010.291622882072,38918144.0,1.6713915101718158e-05,4320.005800075,0.0,-352.1171875,0.0,0.0,0.0,4.13234273188845e-11,38918144.0,1774291577.1826725,0.0,88.029296875,0.0,723.3682861328125,0.0,,0.0,0.0
0.0,29811.335413298733,39172096.0,1.6809462977107614e-05,4370.029565659,0.0,-364.0390625,0.0,0.0,0.0,4.140775569649868e-11,39172096.0,1774291650.0894575,0.0,91.009765625,0.0,743.016357421875,0.0,"{'path': 'media/html/render_39172096_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30018.17233796296,39426048.0,1.689761847956106e-05,4393.1633492,0.0,-390.2109375,0.0,0.0,0.0,4.1711353121476336e-11,39426048.0,1774291650.320373,0.0,97.552734375,0.0,797.3226928710938,0.0,,0.0,0.0
0.0,29780.14564882411,39680000.0,1.7120075426646508e-05,4415.763646738,0.0,-341.83203125,0.0,0.0,0.0,4.1845416021146775e-11,39680000.0,1774291673.2226806,0.0,85.4580078125,0.0,710.5950927734375,0.0,,0.0,0.0
0.0,30064.26567714674,39933952.0,1.6241778212133795e-05,4438.626537151,0.0,-370.4453125,0.0,0.0,0.0,4.1393995869887235e-11,39933952.0,1774291695.8229718,0.0,92.611328125,0.0,763.340087890625,0.0,,0.0,0.0
0.0,29878.495998255006,40187904.0,1.5745788914500736e-05,4461.221858634,0.0,-311.8203125,0.0,0.0,0.0,4.081382801168765e-11,40187904.0,1774291718.6855774,0.0,77.955078125,0.0,650.1136474609375,0.0,,0.0,0.0
0.0,30083.680848906504,40441856.0,1.6353451428585686e-05,4511.691516942,0.0,-348.91796875,0.0,0.0,0.0,4.1025034064334776e-11,40441856.0,1774291791.7514043,0.0,87.2294921875,0.0,707.587646484375,0.0,"{'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_40441856_9408c942eba417aedeed.html'}",0.0,0.0
0.0,29880.413738654075,40695808.0,1.6720177882234566e-05,4534.56135735,0.0,-362.34765625,0.0,0.0,0.0,4.118040283773716e-11,40695808.0,1774291791.9824238,0.0,90.5869140625,0.0,737.4281005859375,0.0,,0.0,0.0
0.0,29979.42689671221,40949760.0,1.5583651475026272e-05,4557.439569326,0.0,-346.65234375,0.0,0.0,0.0,4.066304237770879e-11,40949760.0,1774291814.6205447,0.0,86.6630859375,0.0,697.131103515625,0.0,,0.0,0.0
0.0,29820.96281623841,41203712.0,1.6231704648816958e-05,4580.012285433,0.0,-409.7734375,0.0,0.0,0.0,4.087889748927154e-11,41203712.0,1774291837.4987123,0.0,102.443359375,0.0,830.4031372070312,0.0,,0.0,0.0
0.0,30093.501143389974,41457664.0,1.5930034351185896e-05,4602.878413883,0.0,-338.7890625,0.0,0.0,0.0,4.0583206933897387e-11,41457664.0,1774291860.0714405,0.0,84.697265625,0.0,683.178466796875,0.0,,0.0,0.0
0.0,29863.942441295792,41711616.0,1.5636598618584685e-05,4651.267389324,0.0,-404.1015625,0.0,0.0,0.0,4.031491113165586e-11,41711616.0,1774291931.3272555,0.0,101.025390625,0.0,827.27099609375,0.0,"{'path': 'media/html/render_41711616_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30086.41193694742,41965568.0,1.395330127706984e-05,4674.381223131,0.0,-395.51171875,0.0,0.0,0.0,3.962498731913122e-11,41965568.0,1774291931.5392914,0.0,98.8779296875,0.0,812.2813720703125,0.0,,0.0,0.0
0.0,29802.04942293833,42219520.0,1.528104257886298e-05,4696.967039576,0.0,-384.890625,0.0,0.0,0.0,3.9592069206451086e-11,42219520.0,1774291954.4404995,0.0,96.22265625,0.0,809.6339111328125,0.0,,0.0,0.0
0.0,30064.153665812017,42473472.0,1.5373527276096866e-05,4719.827561155,0.0,-347.41796875,0.0,0.0,0.0,3.9600236284575985e-11,42473472.0,1774291977.0262876,0.0,86.8544921875,0.0,718.1236572265625,0.0,,0.0,0.0
0.0,29884.920726975957,42727424.0,1.570628592162393e-05,4742.407598703,0.0,-392.484375,0.0,0.0,0.0,3.9833768228358934e-11,42727424.0,1774291999.8866596,0.0,98.12109375,0.0,823.8161010742188,0.0,,0.0,0.0
0.0,30082.96374432438,42981376.0,1.5170046026469208e-05,4793.021030951,0.0,-372.07421875,0.0,0.0,0.0,3.966142692046759e-11,42981376.0,1774292073.0808723,0.0,93.0185546875,0.0,785.3248291015625,0.0,"{'path': 'media/html/render_42981376_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29863.318663460243,43235328.0,1.593733213667292e-05,4815.885760903,0.0,-403.98046875,0.0,0.0,0.0,4.025037247945562e-11,43235328.0,1774292073.3046176,0.0,100.9951171875,0.0,812.0799560546875,0.0,,0.0,0.0
0.0,29924.478840707266,43489280.0,1.5488456483581103e-05,4838.782684692,0.0,-368.3984375,0.0,0.0,0.0,4.005747469837395e-11,43489280.0,1774292095.9450727,0.0,92.099609375,0.0,738.4595947265625,0.0,,0.0,0.0
0.0,29767.349756698495,43743232.0,1.3972582564747427e-05,4861.396013997,0.0,-356.7890625,0.0,0.0,0.0,3.926168765100435e-11,43743232.0,1774292118.8417912,0.0,89.197265625,0.0,720.482177734375,0.0,,0.0,0.0
0.0,30002.073633743366,43997184.0,1.3950339052826166e-05,4884.282478079,0.0,-352.75390625,0.0,0.0,0.0,3.8921626338561666e-11,43997184.0,1774292141.455221,0.0,88.1884765625,0.0,711.1727905273438,0.0,,0.0,0.0
0.0,29810.25245873625,44251136.0,1.4182995073497295e-05,4932.890763508,0.0,-353.125,0.0,0.0,0.0,3.873456416725318e-11,44251136.0,1774292212.9506052,0.0,88.28125,0.0,724.100830078125,0.0,"{'path': 'media/html/render_44251136_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30011.776446571963,44505088.0,1.4606509466830175e-05,4956.032372777,0.0,-373.46875,0.0,0.0,0.0,3.8837322247076145e-11,44505088.0,1774292213.1940665,0.0,93.3671875,0.0,756.7326049804688,0.0,,0.0,0.0
0.0,29807.895761009353,44759040.0,1.3052411304670386e-05,4978.63761011,0.0,-366.68359375,0.0,0.0,0.0,3.831766848261253e-11,44759040.0,1774292236.091461,0.0,91.6708984375,0.0,738.9595336914062,0.0,,0.0,0.0
0.0,30048.31586302551,45012992.0,1.3476180356519762e-05,5001.515866782,0.0,-359.375,0.0,0.0,0.0,3.831491721117963e-11,45012992.0,1774292258.6967933,0.0,89.84375,0.0,746.5130004882812,0.0,,0.0,0.0
0.0,29830.343304955888,45266944.0,1.4486628060694784e-05,5024.121327294,0.0,-348.48046875,0.0,0.0,0.0,3.861175962294183e-11,45266944.0,1774292281.5749688,0.0,87.1201171875,0.0,733.77978515625,0.0,,0.0,0.0
0.0,30019.8609968053,45520896.0,1.2865137250628322e-05,5074.493546797,0.0,-328.5234375,0.0,0.0,0.0,3.809531856635573e-11,45520896.0,1774292354.553433,0.0,82.130859375,0.0,669.6085815429688,0.0,"{'path': 'media/html/render_45520896_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29823.94869914727,45774848.0,1.2807595339836553e-05,5097.385769415,0.0,-364.09375,0.0,0.0,0.0,3.773916595894988e-11,45774848.0,1774292354.8220654,0.0,91.0234375,0.0,741.8621826171875,0.0,,0.0,0.0
0.0,29977.83137203547,46028800.0,1.3684152690984774e-05,5120.241961577,0.0,-379.38671875,0.0,0.0,0.0,3.814453614081614e-11,46028800.0,1774292377.444778,0.0,94.8466796875,0.0,812.7131958007812,0.0,,0.0,0.0
0.0,29890.99339390995,46282752.0,1.4847824786556885e-05,5142.823510716,0.0,-352.04296875,0.0,0.0,0.0,3.8676374602975017e-11,46282752.0,1774292400.3012562,0.0,88.0107421875,0.0,737.4254150390625,0.0,,0.0,0.0
0.0,30090.075126548152,46536704.0,1.6865717043401673e-05,5165.679471854,0.0,-352.52734375,0.0,0.0,0.0,4.001301720513162e-11,46536704.0,1774292422.8825853,0.0,88.1318359375,0.0,698.3529052734375,0.0,,0.0,0.0
0.0,29900.201448316424,46790656.0,1.5479865396628156e-05,5214.200985263,0.0,-343.609375,0.0,0.0,0.0,3.992230851457279e-11,46790656.0,1774292494.2607727,0.0,85.90234375,0.0,708.2928466796875,0.0,"{'path': 'media/html/render_46790656_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,30066.422906726228,47044608.0,1.4403331078938209e-05,5237.412006345,0.0,-360.6875,0.0,0.0,0.0,3.930574962729416e-11,47044608.0,1774292494.5740647,0.0,90.171875,0.0,737.4127197265625,0.0,,0.0,0.0
0.0,29817.70791653632,47298560.0,1.4137924154056236e-05,5259.994041718,0.0,-375.77734375,0.0,0.0,0.0,3.9029581649918654e-11,47298560.0,1774292517.471203,0.0,93.9443359375,0.0,764.477783203125,0.0,,0.0,0.0
0.0,30119.250967467702,47552512.0,1.4700975953019224e-05,5282.85660079,0.0,-331.296875,0.0,0.0,0.0,3.912356896784708e-11,47552512.0,1774292540.0532658,0.0,82.82421875,0.0,664.0343627929688,0.0,,0.0,0.0
0.0,29881.622510956295,47806464.0,1.6296569810947403e-05,5305.438079817,0.0,-373.13671875,0.0,0.0,0.0,3.996024344754545e-11,47806464.0,1774292562.9158225,0.0,93.2841796875,0.0,762.714599609375,0.0,,0.0,0.0
0.0,30123.51423260346,48060416.0,1.5019115380709991e-05,5355.997454309,0.0,-397.890625,0.0,0.0,0.0,3.96222013532288e-11,48060416.0,1774292636.0573056,0.0,99.47265625,0.0,791.2646484375,0.0,"{'path': 'media/html/render_48060416_9408c942eba417aedeed.html', 'size': 3874101.0, '_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a'}",0.0,0.0
0.0,29923.453220439394,48314368.0,1.370668087474769e-05,5378.974423629,0.0,-367.71484375,0.0,0.0,0.0,3.869944642520551e-11,48314368.0,1774292636.3636224,0.0,91.9287109375,0.0,768.1917724609375,0.0,,0.0,0.0
0.0,29898.440621701204,48568320.0,1.632474595680833e-05,5401.839506024,0.0,-352.8203125,0.0,0.0,0.0,3.968540079890559e-11,48568320.0,1774292659.0330102,0.0,88.205078125,0.0,697.2657470703125,0.0,,0.0,0.0
0.0,29849.437351308297,48822272.0,1.5357119991676882e-05,5424.434095368,0.0,-353.3125,0.0,0.0,0.0,3.965332229238783e-11,48822272.0,1774292681.8989248,0.0,88.328125,0.0,738.97216796875,0.0,,0.0,0.0
0.0,30042.189278966736,49076224.0,1.580997559358366e-05,5447.299871568,0.0,-366.7421875,0.0,0.0,0.0,3.974458956390592e-11,49076224.0,1774292704.4931922,0.0,91.685546875,0.0,744.2740478515625,0.0,,0.0,0.0
0.0,29849.024130965903,49330176.0,1.723921377561055e-05,5495.724972103,0.0,-345.84765625,0.0,0.0,0.0,4.064797803904341e-11,49330176.0,1774292775.7848213,0.0,86.4619140625,0.0,706.4796142578125,0.0,"{'_type': 'html-file', 'sha256': '9408c942eba417aedeed0e7a89cfd7bd7580996aaa512651638326e8360cde6a', 'path': 'media/html/render_49330176_9408c942eba417aedeed.html', 'size': 3874101.0}",0.0,0.0
0.0,30056.47948311356,49584128.0,1.7803356968215667e-05,5518.891464793,0.0,-363.75390625,0.0,0.0,0.0,4.1432322850365466e-11,49584128.0,1774292776.0486152,0.0,90.9384765625,0.0,749.7224731445312,0.0,,0.0,0.0
0.0,29798.222606469673,49838080.0,1.6545278413104825e-05,5541.458057153,0.0,-364.72265625,0.0,0.0,0.0,4.1006205375726523e-11,49838080.0,1774292798.9505754,0.0,91.1806640625,0.0,745.1994018554688,0.0,,0.0,0.0
0.0,30138.4183074884,50092032.0,1.487966892455006e-05,5564.314106433,0.0,-390.72265625,0.0,0.0,0.0,4.0091846509326956e-11,50092032.0,1774292821.5172987,0.0,97.6806640625,0.0,788.9964599609375,0.0,,0.0,0.0
0.0,29898.26941797437,50345984.0,1.428486211807467e-05,5586.893162389,0.0,-336.21875,0.0,0.0,0.0,3.943952803231454e-11,50345984.0,1774292844.3732154,0.0,84.0546875,0.0,681.7413940429688,0.0,,0.0,0.0
