eval/episode_success_hard,training/entropy,render,eval/episode_success_any,eval/episode_success_easy,eval/episode_reward_near,_timestamp,eval/episode_reward_dist,step,training/actor_loss,eval/episode_reward_survive,training/sps,training/alpha_loss,eval/episode_reward_ctrl,eval/episode_dist,training/critic_loss,training/log_alpha,_runtime,eval/episode_reward,eval/episode_success,_step
0.0,0.0,,0.3271484375,301.5888671875,0.0,1773947365.024354,0.0,22919168.0,-41.62889099121094,771.78515625,22441.561960449573,-1.0443502105772495e-05,-1607.167724609375,4453.482421875,0.692351758480072,0.0,2829.036832742,286.07421875,286.07421875,22919168.0
0.0,0.0,,0.314453125,288.8154296875,0.0,1773947390.6912572,0.0,23173120.0,-41.907737731933594,900.7685546875,22300.438736941735,9.88536630757153e-05,-1705.616943359375,5700.833984375,0.6887722611427307,0.0,2854.514564683,275.671875,275.671875,23173120.0
0.0,0.0,,0.2958984375,276.859375,0.0,1773947416.168349,0.0,23427072.0,-42.10365676879883,904.193359375,22455.716671782608,-5.284050712361932e-05,-1748.1475830078125,5816.60107421875,0.6994082927703857,0.0,2880.123246458,244.904296875,244.904296875,23427072.0
0.0,0.0,,0.2998046875,267.01171875,0.0,1773947441.7776306,0.0,23681024.0,-42.447994232177734,933.462890625,22391.758682963722,8.548943878849968e-05,-1745.90234375,6142.064453125,0.6833136081695557,0.0,2905.575000616,252.169921875,252.169921875,23681024.0
0.0,0.0,"{'path': 'media/html/render_23934976_848b0438e2c33f6ced9a.html', 'size': 3854801.0, '_type': 'html-file', 'sha256': '848b0438e2c33f6ced9a9589a777fe21de85b33e30cdf9feb32019fb510a79b8'}",0.2705078125,254.482421875,0.0,1773947520.1049166,0.0,23934976.0,-42.803226470947266,882.9052734375,22494.91084369145,-3.432729499763809e-05,-1669.810791015625,5847.060546875,0.6725426316261292,0.0,2958.449787803,242.0791015625,242.0791015625,23934976.0
0.0,0.0,,0.3115234375,286.177734375,0.0,1773947520.3166435,0.0,24188928.0,-43.208431243896484,896.7607421875,22407.183577123436,-5.8690224250312895e-05,-1745.4976806640625,5591.13134765625,0.6839197278022766,0.0,2984.152703643,273.4423828125,273.4423828125,24188928.0
0.0,0.0,,0.2978515625,277.1015625,0.0,1773947545.8072047,0.0,24442880.0,-43.44377517700195,864.00390625,22443.68322550945,8.533043001079932e-05,-1606.9317626953125,5413.15869140625,0.6935186982154846,0.0,3009.659655602,263.3154296875,263.3154296875,24442880.0
0.0,0.0,,0.298828125,272.9580078125,0.0,1773947571.3140442,0.0,24696832.0,-43.365962982177734,878.966796875,22382.298807267136,7.593426562380046e-05,-1732.88427734375,5506.5458984375,0.6861222386360168,0.0,3035.106336791,250.798828125,250.798828125,24696832.0
0.0,0.0,,0.28515625,254.31640625,0.0,1773947596.7604053,0.0,24950784.0,-43.72412872314453,866.3173828125,22486.529468743567,1.2106176654924639e-05,-1560.8577880859375,5603.056640625,0.6940038204193115,0.0,3060.811982918,243.1806640625,243.1806640625,24950784.0
0.0,0.0,"{'sha256': '7580cd019cc2e1841233fa7d95b8f4e14368d0d16233ec242151cff4afa4329c', 'path': 'media/html/render_25204736_7580cd019cc2e1841233.html', 'size': 3854745.0, '_type': 'html-file'}",0.341796875,318.0556640625,0.0,1773947675.0783856,0.0,25204736.0,-43.82769775390625,867.4423828125,22393.403507854266,-3.427443152759224e-05,-1694.60986328125,5087.82373046875,0.6486381888389587,0.0,3113.42323364,302.4765625,302.4765625,25204736.0
0.0,0.0,,0.31640625,288.357421875,0.0,1773947675.3281844,0.0,25458688.0,-44.30229949951172,825.0732421875,22530.345462949816,-5.607153070741333e-05,-1647.877685546875,4995.427734375,0.6879311800003052,0.0,3139.157558364,252.185546875,252.185546875,25458688.0
0.0,0.0,,0.3115234375,285.0400390625,0.0,1773947700.8117368,0.0,25712640.0,-43.7578239440918,931.466796875,22350.855270605185,5.3353895054897293e-05,-1722.197509765625,5749.134765625,0.6555570960044861,0.0,3164.582717505,263.751953125,263.751953125,25712640.0
0.0,0.0,,0.3271484375,301.2314453125,0.0,1773947726.237042,0.0,25966592.0,-44.591163635253906,929.1904296875,22556.15203228208,1.2453973795345519e-05,-1774.806640625,5744.76220703125,0.6757822036743164,0.0,3190.149932013,288.541015625,288.541015625,25966592.0
0.0,0.0,,0.2705078125,250.0361328125,0.0,1773947751.8041337,0.0,26220544.0,-44.25382995605469,887.2490234375,22415.318152968433,2.7911692086490802e-05,-1630.6358642578125,5861.8681640625,0.6716645359992981,0.0,3215.592208927,235.609375,235.609375,26220544.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '57e7095d60f626b7336989faa4cae6ef210aa4f3787683f567dc51ba59c9d829', 'path': 'media/html/render_26474496_57e7095d60f626b73369.html', 'size': 3864169.0}",0.2900390625,266.6865234375,0.0,1773947828.6465104,0.0,26474496.0,-44.808082580566406,915.2763671875,22519.867765448493,7.36848742235452e-05,-1665.566650390625,6004.26904296875,0.6511607766151428,0.0,3266.991380998,252.77734375,252.77734375,26474496.0
0.0,0.0,,0.3212890625,296.77734375,0.0,1773947828.8665776,0.0,26728448.0,-45.61139678955078,939.6005859375,22429.650891057707,-9.872969530988485e-05,-1737.053466796875,6034.3525390625,0.6802626252174377,0.0,3292.660355894,284.9482421875,284.9482421875,26728448.0
0.0,0.0,,0.3349609375,304.42578125,0.0,1773947854.3148234,0.0,26982400.0,-45.428627014160156,953.04296875,22543.578924492766,3.9177972212200984e-05,-1768.0067138671875,6009.5009765625,0.7071993947029114,0.0,3318.256477193,283.12109375,283.12109375,26982400.0
0.0,0.0,,0.3095703125,279.8935546875,0.0,1773947879.9106874,0.0,27236352.0,-46.081565856933594,848.1962890625,22441.354867781753,4.4613610953092575e-05,-1524.7198486328125,5295.6787109375,0.6707558631896973,0.0,3343.680411677,260.1591796875,260.1591796875,27236352.0
0.0,0.0,,0.2919921875,261.8916015625,0.0,1773947905.334744,0.0,27490304.0,-45.862430572509766,918.2861328125,22525.044900033514,5.075628723716363e-05,-1641.3580322265625,6022.1201171875,0.649340808391571,0.0,3369.324041909,251.755859375,251.755859375,27490304.0
0.0,0.0,"{'sha256': '918161ed391cec75d6d962df5ba2fdbbd85666c0681674ef8747d221bf1c4044', 'path': 'media/html/render_27744256_918161ed391cec75d6d9.html', 'size': 3859689.0, '_type': 'html-file'}",0.3203125,296.431640625,0.0,1773947983.6282284,0.0,27744256.0,-45.71312713623047,897.61328125,22414.454007217057,-3.32243689626921e-05,-1722.542724609375,5520.5517578125,0.6454846858978271,0.0,3421.97308281,281.2041015625,281.2041015625,27744256.0
0.0,0.0,,0.3134765625,292.603515625,0.0,1773947983.8362675,0.0,27998208.0,-46.18336868286133,967.90625,22531.17329061327,1.5862437066971324e-05,-1790.807373046875,6100.326171875,0.6305323839187622,0.0,3447.804364832,279.619140625,279.619140625,27998208.0
0.0,0.0,,0.28125,245.1943359375,0.0,1773948009.4585333,0.0,28252160.0,-46.15866470336914,932.9892578125,22408.933443492424,-5.3989690059097484e-05,-1687.77978515625,6362.22265625,0.6502060890197754,0.0,3473.221915626,233.078125,233.078125,28252160.0
0.0,0.0,,0.2705078125,242.6376953125,0.0,1773948034.876206,0.0,28506112.0,-46.461219787597656,901.568359375,22537.73086232868,5.16083964612335e-05,-1635.13671875,6095.89990234375,0.6474925875663757,0.0,3498.816947966,231.140625,231.140625,28506112.0
0.0,0.0,,0.306640625,273.732421875,0.0,1773948060.4712117,0.0,28760064.0,-46.20136260986328,945.755859375,22455.5528712804,2.0403836970217526e-05,-1720.7518310546875,6213.9130859375,0.6214820742607117,0.0,3524.23953212,249.6787109375,249.6787109375,28760064.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'fe2a654dee76a189167de85c48a1faf8ddcc4f8dc2d10b8a6dfa5073b45e9d92', 'path': 'media/html/render_29014016_fe2a654dee76a189167d.html', 'size': 3866693.0}",0.298828125,266.6396484375,0.0,1773948138.930936,0.0,29014016.0,-47.16067886352539,914.447265625,22558.058055017886,-4.2514152482908685e-06,-1692.92138671875,5901.9306640625,0.6229985356330872,0.0,3577.275815794,247.6083984375,247.6083984375,29014016.0
0.0,0.0,,0.3212890625,292.921875,0.0,1773948139.1729715,0.0,29267968.0,-46.89071273803711,924.9921875,22449.217141092897,7.50330145820044e-05,-1666.628662109375,5896.79296875,0.6090499758720398,0.0,3603.015825806,277.5263671875,277.5263671875,29267968.0
0.0,0.0,,0.3310546875,304.1123046875,0.0,1773948164.6697257,0.0,29521920.0,-46.581485748291016,955.4169921875,22432.73223745231,-6.88420986989513e-05,-1825.383056640625,6011.59130859375,0.6151082515716553,0.0,3628.611796551,290.4228515625,290.4228515625,29521920.0
0.0,0.0,,0.291015625,274.587890625,0.0,1773948190.266084,0.0,29775872.0,-47.47972106933594,954.78125,22444.159926961736,5.448993761092424e-06,-1796.141845703125,6320.197265625,0.6146358251571655,0.0,3654.023524711,263.255859375,263.255859375,29775872.0
0.0,0.0,,0.265625,246.486328125,0.0,1773948215.6777499,0.0,30029824.0,-48.06573486328125,902.2197265625,22582.335207293872,3.929302329197526e-05,-1544.11328125,5963.166015625,0.6154966354370117,0.0,3679.589108716,223.900390625,223.900390625,30029824.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'b9f53cfc43505c5e2c742e03f2649a91cbcf81fc5d4e1d539d883f6ee36e35f7', 'path': 'media/html/render_30283776_b9f53cfc43505c5e2c74.html', 'size': 3858721.0}",0.296875,279.2080078125,0.0,1773948294.4268415,0.0,30283776.0,-48.389801025390625,937.892578125,22505.62210440959,-6.750284228473902e-05,-1734.5068359375,6098.873046875,0.6247439384460449,0.0,3732.771705623,267.263671875,267.263671875,30283776.0
0.0,0.0,,0.3310546875,307.0830078125,0.0,1773948294.6465504,0.0,30537728.0,-48.31700134277344,955.9150390625,22573.09013130791,6.488875806098804e-05,-1739.477294921875,5910.64599609375,0.6293057203292847,0.0,3758.568015008,294.091796875,294.091796875,30537728.0
0.0,0.0,,0.2978515625,277.21484375,0.0,1773948320.2222435,0.0,30791680.0,-48.73930358886719,913.380859375,22494.278544162484,-4.45585792476777e-05,-1715.8896484375,5880.25390625,0.6105801463127136,0.0,3783.97786661,266.08984375,266.08984375,30791680.0
0.0,0.0,,0.314453125,291.0,0.0,1773948345.632236,0.0,31045632.0,-47.79024887084961,966.7197265625,22556.396596634066,4.7196146624628454e-05,-1762.9283447265625,6351.396484375,0.6211006045341492,0.0,3809.529126925,278.4326171875,278.4326171875,31045632.0
0.0,0.0,,0.29296875,267.4169921875,0.0,1773948371.1832926,0.0,31299584.0,-48.7574462890625,925.6376953125,22524.710988539646,2.501787275832612e-05,-1663.0758056640625,6056.845703125,0.6364464163780212,0.0,3834.935810231,250.4150390625,250.4150390625,31299584.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '577039b649159725024b98edab3c6d7160dc3be53d8b5a50c52d4171b0b13062', 'path': 'media/html/render_31553536_577039b649159725024b.html', 'size': 3870889.0}",0.306640625,285.4208984375,0.0,1773948448.2400002,0.0,31553536.0,-48.57723617553711,942.861328125,22583.790759318217,-4.2878895328613e-05,-1782.461669921875,6094.93798828125,0.6298478245735168,0.0,3886.584858452,272.5595703125,272.5595703125,31553536.0
0.0,0.0,,0.279296875,257.771484375,0.0,1773948448.4459884,0.0,31807488.0,-49.195526123046875,933.875,22513.321534681465,-1.7295213183388114e-05,-1644.1949462890625,6292.8330078125,0.6144618988037109,0.0,3912.197283442,237.8974609375,237.8974609375,31807488.0
0.0,0.0,,0.3330078125,305.9375,0.0,1773948473.8518221,0.0,32061440.0,-49.28771209716797,956.6650390625,22592.059364059525,2.34989493037574e-05,-1716.2933349609375,5913.970703125,0.61057448387146,0.0,3937.772582243,292.8994140625,292.8994140625,32061440.0
0.0,0.0,,0.3193359375,304.841796875,0.0,1773948499.4268303,0.0,32315392.0,-49.0728645324707,940.6640625,22474.5862793543,4.800698297913186e-05,-1803.38427734375,5797.20703125,0.6386154890060425,0.0,3963.171423485,291.525390625,291.525390625,32315392.0
0.0,0.0,,0.3076171875,287.06640625,0.0,1773948524.8258595,0.0,32569344.0,-49.346805572509766,961.6552734375,22582.773768351082,-1.1474076927697752e-05,-1800.3408203125,6071.9892578125,0.6402456164360046,0.0,3988.740469683,277.4794921875,277.4794921875,32569344.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '5d843f56f611bb13039ad89f9fbb2ff24d5b768a7347d866b56f16bcb3c29164', 'path': 'media/html/render_32823296_5d843f56f611bb13039a.html', 'size': 3858897.0}",0.3212890625,303.3701171875,0.0,1773948603.6418083,0.0,32823296.0,-49.590057373046875,940.1298828125,22490.99030470376,3.889704021275975e-05,-1813.182861328125,5945.46484375,0.6512690782546997,0.0,4041.986679606,259.60546875,259.60546875,32823296.0
0.0,0.0,,0.3212890625,300.3896484375,0.0,1773948603.9154015,0.0,33077248.0,-49.39900207519531,943.7109375,22591.049294487755,-2.326308276678901e-05,-1760.1820068359375,5990.189453125,0.6200757026672363,0.0,4067.872453407,290.9384765625,290.9384765625,33077248.0
0.0,0.0,,0.3232421875,309.888671875,0.0,1773948629.5269186,0.0,33331200.0,-49.63835525512695,983.2939453125,22444.525506377962,7.272039056260837e-06,-1906.54833984375,6186.9384765625,0.6148218512535095,0.0,4093.2368886,267.0908203125,267.0908203125,33331200.0
0.0,0.0,,0.3232421875,308.509765625,0.0,1773948654.8915014,0.0,33585152.0,-50.50962829589844,957.83203125,22647.802229573994,5.256692929833662e-06,-1934.125244140625,6041.83837890625,0.6130886673927307,0.0,4118.791197642,278.732421875,278.732421875,33585152.0
0.0,0.0,,0.314453125,289.08203125,0.0,1773948680.4455457,0.0,33839104.0,-50.07736587524414,929.3515625,22528.019578520038,2.5590226869098842e-05,-1819.247802734375,5820.16552734375,0.6177873611450195,0.0,4144.162185262,278.7734375,278.7734375,33839104.0
0.0,0.0,"{'size': 3860573.0, '_type': 'html-file', 'sha256': '3dc24c82d01c7c7b6ad4d145f929ab59613cc3ac02d11e470d0f38d810b7d6a4', 'path': 'media/html/render_34093056_3dc24c82d01c7c7b6ad4.html'}",0.3115234375,280.3515625,0.0,1773948758.9545226,0.0,34093056.0,-50.47590255737305,959.53515625,22636.968706845135,5.0045859097735956e-05,-1700.168212890625,6248.54296875,0.6117520332336426,0.0,4197.299472171,265.4375,265.4375,34093056.0
0.0,0.0,,0.341796875,316.58203125,0.0,1773948759.1699617,0.0,34347008.0,-50.68141555786133,960.7138671875,22546.472595283736,-6.817482790211216e-05,-1785.79443359375,6015.361328125,0.608170747756958,0.0,4222.95228039,294.9833984375,294.9833984375,34347008.0
0.0,0.0,,0.314453125,287.9013671875,0.0,1773948784.6068134,0.0,34600960.0,-50.66010665893555,960.3095703125,22553.082054452443,2.0428122297744267e-05,-1807.0325927734375,6008.79296875,0.6047008633613586,0.0,4248.50744981,274.962890625,274.962890625,34600960.0
0.0,0.0,,0.337890625,316.5341796875,0.0,1773948810.1616426,0.0,34854912.0,-50.50202178955078,919.1767578125,22522.304355877615,-4.001814886578359e-05,-1796.8232421875,5553.23974609375,0.6210038065910339,0.0,4273.87169257,294.98828125,294.98828125,34854912.0
0.0,0.0,,0.3125,296.43359375,0.0,1773948835.5262165,0.0,35108864.0,-50.67483901977539,954.19921875,22645.110208516206,9.131165279541165e-05,-1796.51123046875,6167.75732421875,0.609093189239502,0.0,4299.395530444,279.873046875,279.873046875,35108864.0
0.0,0.0,"{'path': 'media/html/render_35362816_680811d40dc51766cfd6.html', 'size': 3856905.0, '_type': 'html-file', 'sha256': '680811d40dc51766cfd6bc1ef56ed5ee9738bdde4acee4d65efacecf4fb88c93'}",0.3076171875,288.626953125,0.0,1773948912.720441,0.0,35362816.0,-50.99577713012695,910.2412109375,22577.866781644043,2.981587931571994e-05,-1629.767578125,5674.59033203125,0.6023777723312378,0.0,4351.06529611,276.1357421875,276.1357421875,35362816.0
0.0,0.0,,0.3232421875,305.228515625,0.0,1773948912.940173,0.0,35616768.0,-51.267581939697266,950.21484375,22673.329476961924,-4.682438157033175e-05,-1729.02001953125,5874.49462890625,0.6002159118652344,0.0,4376.845888711,292.134765625,292.134765625,35616768.0
0.0,0.0,,0.294921875,275.5927734375,0.0,1773948938.500378,0.0,35870720.0,-51.00225067138672,933.037109375,22547.311154204792,4.539722067420371e-05,-1708.0732421875,5995.74609375,0.596531867980957,0.0,4402.257503845,262.45703125,262.45703125,35870720.0
0.0,0.0,,0.310546875,293.1396484375,0.0,1773948963.9119515,0.0,36124672.0,-50.997318267822266,952.5654296875,22577.63515144709,2.1734947495133383e-06,-1679.7288818359375,6177.4375,0.6021786332130432,0.0,4427.663366928,278.984375,278.984375,36124672.0
0.0,0.0,,0.287109375,269.7685546875,0.0,1773948989.3175757,0.0,36378624.0,-51.34843063354492,909.15234375,22566.860509358656,6.562918883901148e-07,-1670.1790771484375,5934.5087890625,0.5803893208503723,0.0,4453.078717169,253.71875,253.71875,36378624.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'd8351c8ad9d58b8cd90274a5782287a2e1531845ec42e54be97cbdadff01eb3f', 'path': 'media/html/render_36632576_d8351c8ad9d58b8cd902.html', 'size': 3864409.0}",0.3134765625,291.2822265625,0.0,1773949067.7009714,0.0,36632576.0,-50.90816116333008,947.9375,22647.562902194724,7.899620686657727e-05,-1782.943603515625,5992.6220703125,0.579352080821991,0.0,4506.04580775,276.54296875,276.54296875,36632576.0
0.0,0.0,,0.3212890625,295.1201171875,0.0,1773949067.956181,0.0,36886528.0,-51.47901153564453,954.89453125,22616.140878678034,-6.805398152209818e-05,-1730.905029296875,6161.5849609375,0.5894206166267395,0.0,4531.672053502,284.77734375,284.77734375,36886528.0
0.0,0.0,,0.2646484375,236.64453125,0.0,1773949093.326431,0.0,37140480.0,-51.607177734375,891.302734375,22679.489093285578,3.649658538051881e-05,-1621.9736328125,6062.8310546875,0.5733606815338135,0.0,4557.059986184,225.646484375,225.646484375,37140480.0
0.0,0.0,,0.3310546875,309.572265625,0.0,1773949118.7144787,0.0,37394432.0,-51.90530776977539,941.98046875,22615.707743278464,2.106268766510766e-05,-1647.033935546875,5879.103515625,0.5791376233100891,0.0,4582.398588626,297.8212890625,297.8212890625,37394432.0
0.0,0.0,,0.2783203125,256.7509765625,0.0,1773949144.053044,0.0,37648384.0,-51.99753952026367,888.716796875,22724.84546925544,6.09827793596196e-06,-1647.1197509765625,5883.21435546875,0.5800922513008118,0.0,4607.59428957,245.8232421875,245.8232421875,37648384.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '5dd2d0f3d0d0274cefb09fc3f257dcfe9e84c27e5033189f339abb5cabbf7179', 'path': 'media/html/render_37902336_5dd2d0f3d0d0274cefb0.html', 'size': 3859049.0}",0.3271484375,305.0537109375,0.0,1773949220.9993641,0.0,37902336.0,-51.98310470581055,971.9111328125,22646.076489068575,4.321716915001161e-06,-1637.4578857421875,6306.751953125,0.5723679661750793,0.0,4659.344231324,295.7294921875,295.7294921875,37902336.0
0.0,0.0,,0.353515625,326.892578125,0.0,1773949221.2296576,0.0,38156288.0,-51.6326904296875,965.5234375,22690.765525784995,5.842792961630039e-05,-1729.056396484375,5800.5068359375,0.5652514696121216,0.0,4684.827351035,315.0654296875,315.0654296875,38156288.0
0.0,0.0,,0.306640625,287.3310546875,0.0,1773949246.4819024,0.0,38410240.0,-52.29904556274414,936.9970703125,22555.483328707825,2.495251692380407e-06,-1673.731201171875,6104.275390625,0.5671229958534241,0.0,4710.186112651,274.9248046875,274.9248046875,38410240.0
0.0,0.0,,0.2998046875,267.482421875,0.0,1773949271.840158,0.0,38664192.0,-52.22266387939453,957.6318359375,22697.368938359967,-3.090304744546302e-05,-1753.6441650390625,6551.48095703125,0.5410436391830444,0.0,4735.380527382,246.7060546875,246.7060546875,38664192.0
0.0,0.0,,0.3212890625,301.9716796875,0.0,1773949297.0351303,0.0,38918144.0,-52.75738525390625,983.47265625,22670.914144762963,-2.8160626243334264e-05,-1859.76025390625,6390.4619140625,0.5606804490089417,0.0,4760.749632907,275.8408203125,275.8408203125,38918144.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '1c971a80716d0d9b29f3212e2193baadac972d83a055bf62cc8245d124b22996', 'path': 'media/html/render_39172096_1c971a80716d0d9b29f3.html', 'size': 3859893.0}",0.2998046875,282.44140625,0.0,1773949375.3890362,0.0,39172096.0,-52.89860534667969,963.4794921875,22677.17576716378,-2.3928314476506785e-05,-1690.4462890625,6250.0703125,0.5616811513900757,0.0,4813.733880837,273.859375,273.859375,39172096.0
0.0,0.0,,0.3427734375,320.9853515625,0.0,1773949375.6004894,0.0,39426048.0,-52.778656005859375,946.251953125,22638.69931456818,0.00011711150000337511,-1716.3487548828125,5733.01708984375,0.5508928298950195,0.0,4839.32698203,311.0771484375,311.0771484375,39426048.0
0.0,0.0,,0.3359375,315.80859375,0.0,1773949400.981509,0.0,39680000.0,-52.45756530761719,984.56640625,22661.552539816945,-7.980134978424758e-05,-1824.0799560546875,6223.77880859375,0.5369492173194885,0.0,4864.795915521,303.46484375,303.46484375,39680000.0
0.0,0.0,,0.322265625,298.7900390625,0.0,1773949426.4504144,0.0,39933952.0,-52.69157409667969,955.0,22626.0287513938,6.196718459250405e-05,-1736.947998046875,6189.81201171875,0.5342279672622681,0.0,4890.142795105,287.111328125,287.111328125,39933952.0
0.0,0.0,,0.3291015625,307.3662109375,0.0,1773949451.7973158,0.0,40187904.0,-52.682960510253906,945.9052734375,22721.73909721634,-1.0721646503952798e-06,-1696.1575927734375,5948.7265625,0.5079498887062073,0.0,4915.620742375,290.3203125,290.3203125,40187904.0
0.0,0.0,"{'_type': 'html-file', 'sha256': '8a2c6ac9f1ee25b61688d13e75e6c829565e63da8197dba70cd3094ef4f6c55d', 'path': 'media/html/render_40441856_8a2c6ac9f1ee25b61688.html', 'size': 3862621.0}",0.2998046875,279.685546875,0.0,1773949530.5979922,0.0,40441856.0,-53.4074592590332,931.9921875,22607.809054462934,8.172749221557751e-05,-1723.363037109375,6020.36474609375,0.530551016330719,0.0,4968.942822134,262.9677734375,262.9677734375,40441856.0
0.0,0.0,,0.3056640625,278.578125,0.0,1773949530.8344052,0.0,40695808.0,-53.37461853027344,966.1767578125,22709.519155338294,-4.0647453715791926e-05,-1707.7630615234375,6417.037109375,0.5402081608772278,0.0,4994.726120977,264.8544921875,264.8544921875,40695808.0
0.0,0.0,,0.3173828125,300.205078125,0.0,1773949556.3806896,0.0,40949760.0,-54.240570068359375,950.3603515625,22630.379712473692,-2.288508585479576e-05,-1700.818115234375,6067.3125,0.5513210892677307,0.0,5020.06312407,291.615234375,291.615234375,40949760.0
0.0,0.0,,0.296875,276.9443359375,0.0,1773949581.717512,0.0,41203712.0,-53.48079299926758,957.396484375,22734.758766804327,1.0540361472521909e-05,-1655.738525390625,6344.7822265625,0.5218884944915771,0.0,5045.580966629,266.630859375,266.630859375,41203712.0
0.0,0.0,,0.296875,276.4892578125,0.0,1773949607.235386,0.0,41457664.0,-53.646324157714844,952.8203125,22646.613347230916,-1.2372166565910447e-05,-1743.3148193359375,6502.0859375,0.5043832659721375,0.0,5070.939675722,263.2373046875,263.2373046875,41457664.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'e69f58eada55ab00835091efa49eb097fcb1b3d5c035c71ce3cf45e21419d94e', 'path': 'media/html/render_41711616_e69f58eada55ab008350.html', 'size': 3859045.0}",0.2802734375,258.7021484375,0.0,1773949684.2950006,0.0,41711616.0,-54.08671188354492,952.5595703125,22703.95006269553,-4.39893155999016e-05,-1725.571044921875,6308.7734375,0.48320984840393066,0.0,5122.639864307,240.3740234375,240.3740234375,41711616.0
0.0,0.0,,0.3212890625,299.41796875,0.0,1773949684.5686374,0.0,41965568.0,-54.72699737548828,946.8818359375,22692.339996714873,0.00010838206799235195,-1738.850341796875,5887.3359375,0.49911490082740784,0.0,5148.283542907,281.5361328125,281.5361328125,41965568.0
0.0,0.0,,0.279296875,259.35546875,0.0,1773949709.9380007,0.0,42219520.0,-54.52393341064453,918.5537109375,22681.11126213607,-4.9303653213428333e-05,-1612.6845703125,6227.935546875,0.4851265549659729,0.0,5173.811151804,248.0703125,248.0703125,42219520.0
0.0,0.0,,0.3154296875,280.326171875,0.0,1773949735.4657514,0.0,42473472.0,-54.80168151855469,909.7158203125,22646.967254199728,3.333427230245434e-05,-1636.2857666015625,5927.94775390625,0.49579858779907227,0.0,5199.165301631,271.8466796875,271.8466796875,42473472.0
0.0,0.0,,0.27734375,259.44140625,0.0,1773949760.819733,0.0,42727424.0,-54.17461013793945,947.28125,22685.056336597037,5.0379348977003247e-05,-1719.85498046875,6475.12939453125,0.48537832498550415,0.0,5224.662299328,250.9150390625,250.9150390625,42727424.0
0.0,0.0,"{'size': 3867157.0, '_type': 'html-file', 'sha256': 'aeb0be77d645172b7f28a47fe74f25b3a1f0f6ddabc5e5ef5707c455ec3620c1', 'path': 'media/html/render_42981376_aeb0be77d645172b7f28.html'}",0.291015625,266.447265625,0.0,1773949839.6361306,0.0,42981376.0,-55.19520568847656,908.6435546875,22696.934137029744,-6.968014349695295e-05,-1651.583984375,6047.123046875,0.4982939660549164,0.0,5277.980953525,254.2509765625,254.2509765625,42981376.0
0.0,0.0,,0.310546875,283.732421875,0.0,1773949839.8515327,0.0,43235328.0,-55.060791015625,925.9755859375,22765.694989557593,5.3327985369833186e-05,-1644.3468017578125,5981.619140625,0.49288251996040344,0.0,5303.727079028,270.650390625,270.650390625,43235328.0
0.0,0.0,,0.302734375,287.26171875,0.0,1773949865.3816729,0.0,43489280.0,-55.008094787597656,949.14453125,22663.75803545451,-3.925983764929697e-05,-1705.4847412109375,6394.3740234375,0.4901180565357208,0.0,5329.070747031,278.3134765625,278.3134765625,43489280.0
0.0,0.0,,0.3037109375,286.5439453125,0.0,1773949890.7253053,0.0,43743232.0,-55.81252670288086,948.5166015625,22727.04342051393,7.413075945805758e-05,-1687.307861328125,6228.94921875,0.49279841780662537,0.0,5354.54168391,279.431640625,279.431640625,43743232.0
0.0,0.0,,0.310546875,290.689453125,0.0,1773949916.1962187,0.0,43997184.0,-55.78529357910156,961.2294921875,22741.0333770269,1.5680989235988818e-05,-1727.9501953125,6305.47119140625,0.49806728959083557,0.0,5379.873775659,275.3935546875,275.3935546875,43997184.0
0.0,0.0,"{'_type': 'html-file', 'sha256': 'c5b32cff34d7c289991a52a9e7d6f4d5530496a9cf456a9da565c21c3bbeceed', 'path': 'media/html/render_44251136_c5b32cff34d7c289991a.html', 'size': 3867165.0}",0.3203125,297.693359375,0.0,1773949993.313711,0.0,44251136.0,-55.33015823364258,973.130859375,22752.35264031276,-3.39214711857494e-05,-1655.7354736328125,6385.37646484375,0.4938962757587433,0.0,5431.658582502,284.5146484375,284.5146484375,44251136.0
0.0,0.0,,0.3154296875,293.236328125,0.0,1773949993.5427976,0.0,44505088.0,-55.49910354614258,922.2548828125,22744.474305975,3.415159153519198e-05,-1599.66796875,5997.54541015625,0.5049610137939453,0.0,5457.231943754,283.419921875,283.419921875,44505088.0
0.0,0.0,,0.3095703125,291.798828125,0.0,1773950018.8864815,0.0,44759040.0,-55.11713790893555,934.1015625,22731.051060211772,-4.135499330004677e-05,-1663.6485595703125,6041.29248046875,0.49828633666038513,0.0,5482.707081627,282.744140625,282.744140625,44759040.0
0.0,0.0,,0.3232421875,304.5380859375,0.0,1773950044.3613994,0.0,45012992.0,-55.54045486450195,947.0751953125,22752.565026647146,4.362981781014241e-05,-1728.14013671875,6184.9951171875,0.4828176498413086,0.0,5508.026683209,294.666015625,294.666015625,45012992.0
