training/sps,step,eval/episode_success_hard,_runtime,eval/episode_success_any,eval/episode_dist,eval/episode_reward,training/actor_loss,eval/episode_success_easy,eval/episode_reward_survive,eval/episode_success,eval/episode_reward_dist,_timestamp,training/entropy,eval/episode_reward_near,render,_step,eval/episode_reward_ctrl,training/log_alpha,training/critic_loss,training/alpha_loss
44796.83806372356,25204736.0,0.0,1299.442651141,0.0,2440.58642578125,0.0,0.010141046717762947,12.1796875,720.681640625,0.0,0.0,1774219020.4697104,0.0,0.0,"{'size': 3949085.0, '_type': 'html-file', 'sha256': '318ea1d0490cabefc9190c456339a6a2cfa737c4d999d3f5665220ef2aa15a50', 'path': 'media/html/render_25204736_318ea1d0490cabefc919.html'}",25204736.0,-2880.8974609375,0.0,0.0013782426249235868,0.0
44871.416202742024,25458688.0,0.0,1308.339650103,0.0009765625,2749.7431640625,0.005859375,0.00721000786870718,5.3896484375,795.15625,0.005859375,0.0,1774219020.6739385,0.0,0.0,,25458688.0,-3179.1572265625,0.0,0.0017335652373731136,0.0
44888.05123234055,25712640.0,0.0,1316.962191368,0.00390625,2571.6201171875,0.01171875,0.019308876246213913,12.626953125,716.748046875,0.01171875,0.0,1774219029.365997,0.0,0.0,,25712640.0,-2865.7255859375,0.0,0.0018117118161171675,0.0
45045.669770723594,25966592.0,0.0,1325.620721605,0.0,2285.830078125,0.0,0.021599847823381424,4.087890625,672.7041015625,0.0,0.0,1774219037.988499,0.0,0.0,,25966592.0,-2689.19189453125,0.0,0.0016711106291040778,0.0
45020.41984697269,26220544.0,0.0,1334.237724169,0.0009765625,2690.119873046875,0.005859375,0.027815617620944977,3.978515625,748.93359375,0.005859375,0.0,1774219046.6466367,0.0,0.0,,26220544.0,-2994.611083984375,0.0,0.0018397404346615076,0.0
45072.39178225311,26474496.0,0.0,1361.955402126,0.0,2461.19873046875,0.0,0.024302668869495392,9.0498046875,716.0068359375,0.0,0.0,1774219082.9825103,0.0,0.0,"{'path': 'media/html/render_26474496_5a65a230c8d9e1ae9d22.html', 'size': 4006553.0, '_type': 'html-file', 'sha256': '5a65a230c8d9e1ae9d22991cd80914b7dfff3115956b60d10cb24b8452819960'}",26474496.0,-2861.37939453125,0.0,0.0020405929535627365,0.0
44921.479569503565,26728448.0,0.0,1370.812844904,0.0,2288.416015625,0.0,0.03079969994723797,4.826171875,645.5732421875,0.0,0.0,1774219083.1776483,0.0,0.0,,26728448.0,-2580.60546875,0.0,0.0016781191807240248,0.0
44747.25499647387,26982400.0,0.0,1379.491492923,0.0009765625,2834.13623046875,0.1357421875,0.040066011250019073,8.955078125,817.3828125,0.1357421875,0.0,1774219091.8388352,0.0,0.0,,26982400.0,-3267.26806640625,0.0,0.0010027751559391618,0.0
44805.021813484826,27236352.0,0.0,1388.10840172,0.0,2603.2685546875,0.0,0.03229312226176262,12.6806640625,719.90625,0.0,0.0,1774219100.5181384,0.0,0.0,,27236352.0,-2876.70654296875,0.0,0.0008850613376125693,0.0
45024.718825134856,27490304.0,0.0,1396.796329338,0.0009765625,2215.113525390625,0.9345703125,0.03116244450211525,8.962890625,607.6123046875,0.9345703125,0.0,1774219109.1350107,0.0,0.0,,27490304.0,-2427.8466796875,0.0,0.0008003482944332063,0.0
44828.68161057217,27744256.0,0.0,1425.384245443,0.0009765625,1758.1693115234375,0.935546875,0.03544008359313011,6.62890625,493.7236328125,0.935546875,0.0,1774219146.4113154,0.0,0.0,"{'path': 'media/html/render_27744256_55e3018b44c8fa9fa9ff.html', 'size': 4038745.0, '_type': 'html-file', 'sha256': '55e3018b44c8fa9fa9ff0434c408e1bddcd0be59d40ed09678195fcc3dfcdcba'}",27744256.0,-1973.4710693359375,0.0,0.0005661234026774764,0.0
44810.290164698294,27998208.0,0.0,1434.272555266,0.0009765625,1765.5845947265625,0.173828125,0.026980435475707054,4.490234375,519.029296875,0.173828125,0.0,1774219146.5909383,0.0,0.0,,27998208.0,-2074.00341796875,0.0,0.0005924885626882315,0.0
44650.55669870764,28252160.0,0.0,1442.890131569,0.0,1357.0341796875,0.0,0.015548276714980602,2.275390625,396.8720703125,0.0,0.0,1774219155.2990947,0.0,0.0,,28252160.0,-1586.541015625,0.0,0.0013313210802152753,0.0
45103.34877036798,28506112.0,0.0,1451.563070947,0.0,1881.2080078125,0.0,0.011027712374925613,6.83203125,542.296875,0.0,0.0,1774219163.916722,0.0,0.0,,28506112.0,-2167.72705078125,0.0,0.001830495661124587,0.0
44869.276498596,28760064.0,0.0,1460.176418334,0.0009765625,1868.510986328125,0.0546875,0.008422929793596268,3.865234375,527.7265625,0.0546875,0.0,1774219172.5894637,0.0,0.0,,28760064.0,-2109.396728515625,0.0,0.0017808731645345688,0.0
45106.17556961717,29014016.0,0.0,1489.256400615,0.0,2325.204833984375,0.0,0.008005756884813309,9.4697265625,663.7236328125,0.0,0.0,1774219210.2834852,0.0,0.0,"{'_type': 'html-file', 'sha256': '53de2cd544fd36ca66dcbcb8519fa9c59129e10f23d808b2dcdd8c9f60ec9446', 'path': 'media/html/render_29014016_53de2cd544fd36ca66dc.html', 'size': 3919933.0}",29014016.0,-2653.7021484375,0.0,0.0020671377424150705,0.0
44925.987057508915,29267968.0,0.0,1498.177248,0.0,1649.6287841796875,0.0,0.0009088089573197067,4.412109375,488.0830078125,0.0,0.0,1774219210.5192015,0.0,0.0,,29267968.0,-1951.24072265625,0.0,0.0017904086271300912,0.0
44687.19019864798,29521920.0,0.0,1506.852446502,0.0,1527.501708984375,0.0,0.012428469024598598,8.4404296875,442.26953125,0.0,0.0,1774219219.203527,0.0,0.0,,29521920.0,-1767.59375,0.0,0.0008570484351366758,0.0
44871.18936931099,29775872.0,0.0,1515.487701679,0.0,1515.231689453125,0.0,0.014844082295894623,5.7685546875,438.1845703125,0.0,0.0,1774219227.8788426,0.0,0.0,,29775872.0,-1751.7333984375,0.0,0.00084988510934636,0.0
44991.63462506805,30029824.0,0.0,1524.153657241,0.0,1979.416015625,0.0,0.014660079963505268,0.744140625,558.9013671875,0.0,0.0,1774219236.5139709,0.0,0.0,,30029824.0,-2234.602783203125,0.0,0.000935601769015193,0.0
44951.40241070591,30283776.0,0.0,1553.111792125,0.001953125,2442.89013671875,0.0732421875,0.014106771908700466,4.8681640625,695.2861328125,0.0732421875,0.0,1774219274.1389048,0.0,0.0,"{'_type': 'html-file', 'sha256': 'ee5d6e858b7588f73c2f0541a5647578b5dd6f94f36285cdb8f6534eafee61af', 'path': 'media/html/render_30283776_ee5d6e858b7588f73c2f.html', 'size': 3934125.0}",30283776.0,-2780.1044921875,0.0,0.0009622692596167326,0.0
45019.62446425833,30537728.0,0.0,1562.014401925,0.0,2489.218017578125,0.0,0.014586816541850567,10.7392578125,723.3564453125,0.0,0.0,1774219274.3352516,0.0,0.0,,30537728.0,-2892.312744140625,0.0,0.0008967001340351999,0.0
44760.698021413824,30791680.0,0.0,1570.643793811,0.0,2474.22998046875,0.0,0.015855321660637856,9.6376953125,710.0517578125,0.0,0.0,1774219283.0409672,0.0,0.0,,30791680.0,-2838.690185546875,0.0,0.0010329412762075663,0.0
44994.173743564796,31045632.0,0.0,1579.316466721,0.0,2366.25341796875,0.0,0.01996409334242344,4.2294921875,679.0419921875,0.0,0.0,1774219291.6703613,0.0,0.0,,31045632.0,-2714.75341796875,0.0,0.0010969380382448435,0.0
44916.22671169569,31299584.0,0.0,1587.932859168,0.0,2442.18310546875,0.0,0.020292364060878754,2.9150390625,700.3251953125,0.0,0.0,1774219300.343119,0.0,0.0,,31299584.0,-2800.203857421875,0.0,0.0010764981852844357,0.0
45132.43014996067,31553536.0,0.0,1616.869895796,0.0,3062.66162109375,0.0,0.012528542429208755,2.244140625,876.912109375,0.0,0.0,1774219337.8969543,0.0,0.0,"{'path': 'media/html/render_31553536_591350b17ef0dff3b9ff.html', 'size': 3968893.0, '_type': 'html-file', 'sha256': '591350b17ef0dff3b9ff202f7416734c6a877ed37b93a49af4e586310c4ff526'}",31553536.0,-3506.4404296875,0.0,0.001440129242837429,0.0
44846.072309853036,31807488.0,0.0,1625.686653945,0.0,2293.98681640625,0.0,0.018270066007971764,7.0771484375,664.9384765625,0.0,0.0,1774219338.07609,0.0,0.0,,31807488.0,-2658.386474609375,0.0,0.0012456761905923486,0.0
44990.853561673495,32061440.0,0.0,1634.356968648,0.0,2660.169677734375,0.0,0.024540815502405167,4.1806640625,782.6298828125,0.0,0.0,1774219346.713269,0.0,0.0,,32061440.0,-3129.689453125,0.0,0.000848287483677268,0.0
44973.92008771577,32315392.0,0.0,1642.964290488,0.0,2850.764892578125,0.0,0.0286880973726511,3.779296875,823.4658203125,0.0,0.0,1774219355.3834321,0.0,0.0,,32315392.0,-3292.78369140625,0.0,0.0007855247822590172,0.0
45150.660231403774,32569344.0,0.0,1651.654394355,0.0,2015.52099609375,0.0,0.03292600065469742,2.3896484375,601.9677734375,0.0,0.0,1774219363.9908488,0.0,0.0,,32569344.0,-2407.021240234375,0.0,0.0007285476312972605,0.0
44775.32358833343,32823296.0,0.0,1679.788232339,0.0,2265.9287109375,0.0,0.03233349323272705,5.5732421875,647.9833984375,0.0,0.0,1774219400.8152416,0.0,0.0,"{'path': 'media/html/render_32823296_ae797474f1e4ddd48f58.html', 'size': 4019305.0, '_type': 'html-file', 'sha256': 'ae797474f1e4ddd48f5855260b83c39b83733eb4239e9f0234ec2900035d4e8b'}",32823296.0,-2590.99560546875,0.0,0.0007549744914285839,0.0
45126.99018858824,33077248.0,0.0,1688.730715452,0.0,2222.492431640625,0.0,0.04054552689194679,1.30078125,628.162109375,0.0,0.0,1774219401.045825,0.0,0.0,,33077248.0,-2511.90478515625,0.0,0.0010528413113206625,0.0
44678.41973898856,33331200.0,0.0,1697.354467697,0.001953125,1889.93603515625,0.8916015625,0.05944734439253807,11.083984375,571.53125,0.8916015625,0.0,1774219409.7570252,0.0,0.0,,33331200.0,-2285.413818359375,0.0,0.0006792194908484817,0.0
45075.195627356195,33585152.0,0.0,1706.032431342,0.0,1303.70166015625,0.0,0.06557498127222061,14.2763671875,396.7509765625,0.0,0.0,1774219418.3810203,0.0,0.0,,33585152.0,-1586.4620361328125,0.0,0.0005446452414616942,0.0
44857.78758524449,33839104.0,0.0,1714.647680748,0.0009765625,700.1776123046875,0.015625,0.06141914427280426,0.8720703125,199.6162109375,0.015625,0.0,1774219427.058806,0.0,0.0,,33839104.0,-797.806884765625,0.0,0.0006918786093592644,0.0
45132.19302061734,34093056.0,0.0,1744.000418257,0.001953125,1163.527099609375,1.3310546875,0.05781770497560501,12.5654296875,336.724609375,1.3310546875,0.0,1774219465.027499,0.0,0.0,"{'sha256': 'b4db60aece7028f0a790af04ee885dd8fec0b24e62ed71bd7db65bcc24c76cd0', 'path': 'media/html/render_34093056_b4db60aece7028f0a790.html', 'size': 3993321.0, '_type': 'html-file'}",34093056.0,-1346.2864990234375,0.0,0.000535360595677048,0.0
44979.317506756284,34347008.0,0.0,1752.861167731,0.001953125,909.1318969726562,0.0859375,0.04854879155755043,11.484375,270.8603515625,0.0859375,0.0,1774219465.2117584,0.0,0.0,,34347008.0,-1082.67919921875,0.0,0.0006477164570242167,0.0
44737.58905954417,34600960.0,0.0,1761.526978147,0.0009765625,890.3139038085938,0.0517578125,0.04050425812602043,1.1171875,250.2685546875,0.0517578125,0.0,1774219473.8874862,0.0,0.0,,34600960.0,-1000.4378662109375,0.0,0.00048341022920794785,0.0
44951.54089456172,34854912.0,0.0,1770.134215771,0.0,1122.72998046875,0.0,0.029491471126675606,7.2001953125,336.541015625,0.0,0.0,1774219482.5534532,0.0,0.0,,34854912.0,-1345.3311767578125,0.0,0.0008343964582309127,0.0
45185.186369865936,35108864.0,0.0,1778.841407763,0.0009765625,1697.7578125,0.732421875,0.028178991749882698,2.8515625,481.857421875,0.732421875,0.0,1774219491.1606994,0.0,0.0,,35108864.0,-1926.94091796875,0.0,0.0008634419646114111,0.0
44690.91385835865,35362816.0,0.0,1807.470806787,0.0009765625,1854.57080078125,0.02734375,0.03330417722463608,3.7109375,527.3046875,0.02734375,0.0,1774219528.497858,0.0,0.0,"{'sha256': '483dd435e2f0adde09760117d666e447888c92afef044a483114f16691c6b35e', 'path': 'media/html/render_35362816_483dd435e2f0adde0976.html', 'size': 4006637.0, '_type': 'html-file'}",35362816.0,-2108.22607421875,0.0,0.0005573772359639406,0.0
45098.24423944676,35616768.0,0.0,1816.387514094,0.0,1598.361328125,0.0,0.02925472892820835,1.8642578125,443.2001953125,0.0,0.0,1774219528.6812027,0.0,0.0,,35616768.0,-1771.974609375,0.0,0.0008597825071774423,0.0
44501.09600839058,35870720.0,0.0,1825.012653452,0.0,2103.77001953125,0.0,0.0361558198928833,3.8271484375,586.5400390625,0.0,0.0,1774219537.4140742,0.0,0.0,,35870720.0,-2345.4091796875,0.0,0.00040498367161490023,0.0
45087.571044937264,36124672.0,0.0,1833.692507995,0.0,1043.011474609375,0.0,0.025862619280815125,1.1845703125,294.0068359375,0.0,0.0,1774219546.0391543,0.0,0.0,,36124672.0,-1175.3865966796875,0.0,0.0005469413008540869,0.0
44853.38632077524,36378624.0,0.0,1842.314938205,0.0,1554.566650390625,0.0,0.016241218894720078,3.9892578125,448.412109375,0.0,0.0,1774219554.719062,0.0,0.0,,36378624.0,-1792.700439453125,0.0,0.0011434558546170592,0.0
45071.575490195624,36632576.0,0.0,1871.346560223,0.0,1821.777099609375,0.0,0.02173069678246975,0.95703125,500.2373046875,0.0,0.0,1774219592.3736167,0.0,0.0,"{'size': 4015773.0, '_type': 'html-file', 'sha256': '3023135e3607680fa68052dd0023e7695d6bfa9de6f8090ab39bce6cd3bf5104', 'path': 'media/html/render_36632576_3023135e3607680fa680.html'}",36632576.0,-2000.4056396484375,0.0,0.0005039472598582506,0.0
44865.55329505661,36886528.0,0.0,1880.288427422,0.0,720.650634765625,0.0,0.01598414219915867,2.6220703125,196.6416015625,0.0,0.0,1774219592.6275795,0.0,0.0,,36886528.0,-786.0115966796875,0.0,0.0005668892408721149,0.0
44664.81818740287,37140480.0,0.0,1888.973980487,0.0,735.91943359375,0.0,0.015921398997306824,2.0166015625,208.6982421875,0.0,0.0,1774219601.3147807,0.0,0.0,,37140480.0,-834.4105224609375,0.0,0.0005027164588682353,0.0
44844.95077475972,37394432.0,0.0,1897.619113326,0.0009765625,1054.708984375,0.0224609375,0.012724418193101883,2.3369140625,302.9990234375,0.0224609375,0.0,1774219610.0003633,0.0,0.0,,37394432.0,-1211.2503662109375,0.0,0.000360325415385887,0.0
44912.626381836126,37648384.0,0.0,1906.300378944,0.001953125,2143.06201171875,0.0400390625,0.007890107110142708,5.875,594.89453125,0.0400390625,0.0,1774219618.6455832,0.0,0.0,,37648384.0,-2378.84765625,0.0,0.0004878314503002912,0.0
44836.39006171596,37902336.0,0.0,1934.577023407,0.0009765625,2075.014892578125,0.8642578125,0.00615440309047699,6.73046875,581.0537109375,0.8642578125,0.0,1774219655.6041243,0.0,0.0,"{'path': 'media/html/render_37902336_758bcd8ec99a31093efb.html', 'size': 4009617.0, '_type': 'html-file', 'sha256': '758bcd8ec99a31093efbd9b84f6e56faf77fb84ad80230074dae79cc063fd113'}",37902336.0,-2323.499267578125,0.0,0.0006717700161971152,0.0
44975.76023036804,38156288.0,0.0,1943.483024148,0.0,1446.5989990234375,0.0,0.00971114169806242,3.9189453125,419.640625,0.0,0.0,1774219655.797926,0.0,0.0,,38156288.0,-1677.7557373046875,0.0,0.0010278767440468073,0.0
44668.998939713376,38410240.0,0.0,1952.108650443,0.0,907.3119506835938,0.0,0.021217064931988716,0.2724609375,249.5966796875,0.0,0.0,1774219664.5094988,0.0,0.0,,38410240.0,-997.9088134765625,0.0,0.0011583392042666674,0.0
45058.91340031898,38664192.0,0.0,1960.78781133,0.0,494.823974609375,0.0,0.036150895059108734,0.046875,134.8583984375,0.0,0.0,1774219673.1353793,0.0,0.0,,38664192.0,-539.2061767578125,0.0,0.000820603221654892,0.0
44862.24073040307,38918144.0,0.0,1969.430025427,0.0,492.66668701171875,0.0,0.039997294545173645,0.5927734375,144.6923828125,0.0,0.0,1774219681.8143885,0.0,0.0,,38918144.0,-578.5814819335938,0.0,0.0007510867435485125,0.0
44955.65596176824,39172096.0,0.0,1998.043268551,0.0,1043.380615234375,0.0,0.03578488156199455,0.22265625,305.46484375,0.0,0.0,1774219719.0703607,0.0,0.0,"{'path': 'media/html/render_39172096_842fb78a696008ce1dcc.html', 'size': 4040945.0, '_type': 'html-file', 'sha256': '842fb78a696008ce1dcc90a9aa52678409e468d463fe322260d1476fadab8622'}",39172096.0,-1221.08056640625,0.0,0.0007986011914908886,0.0
44782.422492386395,39426048.0,0.0,2006.880984195,0.0009765625,1447.03173828125,0.0107421875,0.038220979273319244,5.2587890625,413.9287109375,0.0107421875,0.0,1774219719.2542498,0.0,0.0,,39426048.0,-1655.396484375,0.0,0.0005883255507797003,0.0
44870.90394050217,39680000.0,0.0,2015.582883042,0.0,748.133544921875,0.0,0.03692305460572243,1.5380859375,224.9140625,0.0,0.0,1774219727.9074981,0.0,0.0,,39680000.0,-899.3305053710938,0.0,0.0005628929357044399,0.0
44679.23309691113,39933952.0,0.0,2024.195921112,0.0,652.7484741210938,0.0,0.02479705959558487,0.0,182.546875,0.0,0.0,1774219736.6093786,0.0,0.0,,39933952.0,-730.0479736328125,0.0,0.0014283821219578385,0.0
45140.72550796311,40187904.0,0.0,2032.886218157,0.0,887.279052734375,0.0,0.032822445034980774,1.068359375,249.63671875,0.0,0.0,1774219745.2224245,0.0,0.0,,40187904.0,-998.2640380859375,0.0,0.00047227650065906346,0.0
44760.06226215941,40441856.0,0.0,2061.796182464,0.0,1146.03076171875,0.0,0.02979232184588909,3.205078125,330.3037109375,0.0,0.0,1774219782.823267,0.0,0.0,"{'path': 'media/html/render_40441856_70e832de35bf331d7dba.html', 'size': 4024277.0, '_type': 'html-file', 'sha256': '70e832de35bf331d7dbab434d7a1cc6b0bd2320c3ab902262d07342798a083de'}",40441856.0,-1320.7891845703125,0.0,0.00034246905124746263,0.0
45054.758445251304,40695808.0,0.0,2070.760363048,0.0,628.9893798828125,0.0,0.019780969247221947,0.1513671875,182.3583984375,0.0,0.0,1774219783.0545812,0.0,0.0,,40695808.0,-729.1774291992188,0.0,0.0006759527022950351,0.0
44534.358057610545,40949760.0,0.0,2079.396822351,0.0,1176.072998046875,0.0,0.019253741949796677,1.048828125,327.4794921875,0.0,0.0,1774219791.7867403,0.0,0.0,,40949760.0,-1309.482666015625,0.0,0.0004461486532818526,0.0
44986.211450065435,41203712.0,0.0,2088.07285834,0.0,1734.3319091796875,0.0,0.01534294243901968,0.0,480.650390625,0.0,0.0,1774219800.4227417,0.0,0.0,,41203712.0,-1921.8284912109375,0.0,0.0004990228335373104,0.0
44876.72854129172,41457664.0,0.0,2096.697997121,0.0,1229.1767578125,0.0,0.012983490712940693,1.2177734375,339.416015625,0.0,0.0,1774219809.099382,0.0,0.0,,41457664.0,-1357.28271484375,0.0,0.0003925061319023371,0.0
45045.14590232839,41711616.0,0.0,2124.932886054,0.0009765625,1069.703369140625,0.9482421875,0.012834742665290833,2.2451171875,305.4990234375,0.9482421875,0.0,1774219845.959938,0.0,0.0,"{'path': 'media/html/render_41711616_ab7aaa660807c10323cc.html', 'size': 4072573.0, '_type': 'html-file', 'sha256': 'ab7aaa660807c10323cc8045470f9ab436630cacb34501c8cc3370e45c73027b'}",41711616.0,-1221.603515625,0.0,0.000297545368084684,0.0
44836.97891897505,41965568.0,0.0,2133.835707694,0.0,951.7780151367188,0.0,0.014456999488174915,2.052734375,268.0361328125,0.0,0.0,1774219846.1744733,0.0,0.0,,41965568.0,-1071.8291015625,0.0,0.00021047372138127685,0.0
44678.25669614787,42219520.0,0.0,2142.501513038,0.0,1316.1737060546875,0.0,0.014230025932192802,0.1201171875,373.0009765625,0.0,0.0,1774219854.862194,0.0,0.0,,42219520.0,-1491.703125,0.0,0.00021035475947428495,0.0
44955.20438693475,42473472.0,0.0,2151.136440723,0.0,1107.263916015625,0.0,0.009160234592854977,2.3955078125,325.0341796875,0.0,0.0,1774219863.5281403,0.0,0.0,,42473472.0,-1299.5758056640625,0.0,0.00029645179165527225,0.0
45016.36140591449,42727424.0,0.0,2159.822798305,0.001953125,870.9490356445312,1.076171875,0.013003281317651272,4.953125,266.9384765625,1.076171875,0.0,1774219872.1627626,0.0,0.0,,42727424.0,-1066.969482421875,0.0,0.00032080651726573706,0.0
44820.93431664997,42981376.0,0.0,2188.826477953,0.0,484.0140686035156,0.0,0.014368881471455097,2.1318359375,138.109375,0.0,0.0,1774219909.8535683,0.0,0.0,"{'path': 'media/html/render_42981376_e9507bc123284aa38565.html', 'size': 4020425.0, '_type': 'html-file', 'sha256': 'e9507bc123284aa385655d27424c98f7f3015d35878af8de0562e1db2c9fde23'}",42981376.0,-552.12451171875,0.0,0.0001419564796378836,0.0
45083.84205873329,43235328.0,0.0,2197.72978025,0.0,494.3642578125,0.0,0.010734346695244312,0.2099609375,131.4560546875,0.0,0.0,1774219910.0432632,0.0,0.0,,43235328.0,-525.41064453125,0.0,0.00019396770221646875,0.0
44655.23463138839,43489280.0,0.0,2206.353826982,0.0,1328.8253173828125,0.0,0.005775665398687124,5.8388671875,362.5810546875,0.0,0.0,1774219918.7563064,0.0,0.0,,43489280.0,-1449.751708984375,0.0,0.0002390120062045753,0.0
45105.78590866665,43743232.0,0.0,2215.024871453,0.001953125,1953.759033203125,0.00390625,0.006253322120755911,5.7734375,562.2861328125,0.00390625,0.0,1774219927.3803856,0.0,0.0,,43743232.0,-2247.9599609375,0.0,0.00021823884162586182,0.0
44923.40826197856,43997184.0,0.0,2223.627140279,0.0029296875,974.9263916015625,0.0966796875,0.0086278161033988,5.47265625,265.2119140625,0.0966796875,0.0,1774219936.0513785,0.0,0.0,,43997184.0,-1060.171875,0.0,0.0001637204404687509,0.0
45223.42661509525,44251136.0,0.0,2251.208366084,0.0,1207.057373046875,0.0,0.010514752008020878,2.4814453125,333.73046875,0.0,0.0,1774219972.235439,0.0,0.0,"{'path': 'media/html/render_44251136_6a33d94104b635f30f86.html', 'size': 4011757.0, '_type': 'html-file', 'sha256': '6a33d94104b635f30f866834f6b31bd14632ba1b815a9e1d0148241b7a97dfbb'}",44251136.0,-1334.04931640625,0.0,0.00011805797112174332,0.0
44910.35776974163,44505088.0,0.0,2260.055275647,0.0,630.681396484375,0.0,0.011625377461314201,0.1435546875,174.7021484375,0.0,0.0,1774219972.427872,0.0,0.0,,44505088.0,-698.4349975585938,0.0,2.832708378264215e-05,0.0
44923.32300193632,44759040.0,0.0,2268.738203139,0.0,584.202392578125,0.0,0.007953546941280365,1.8564453125,168.2021484375,0.0,0.0,1774219981.0817814,0.0,0.0,,44759040.0,-672.5435791015625,0.0,0.00017142394790425897,0.0
44848.702661860414,45012992.0,0.0,2277.362707064,0.0,1104.21630859375,0.0,0.00604664534330368,1.3486328125,316.009765625,0.0,0.0,1774219989.7647755,0.0,0.0,,45012992.0,-1263.5032958984375,0.0,0.000251408142503351,0.0
45074.89424495994,45266944.0,0.0,2286.038615329,0.0009765625,1158.2369384765625,0.00390625,0.006333066150546074,2.4921875,335.205078125,0.00390625,0.0,1774219998.3891604,0.0,0.0,,45266944.0,-1340.27734375,0.0,0.0004782339674420655,0.0
44930.93894751903,45520896.0,0.0,2315.560989075,0.0,431.83203125,0.0,0.01182495430111885,0.1357421875,124.0341796875,0.0,0.0,1774220036.5879798,0.0,0.0,"{'path': 'media/html/render_45520896_250e0a154587defd31e0.html', 'size': 4074697.0, '_type': 'html-file', 'sha256': '250e0a154587defd31e049e53cec1a2d0b5da28a867922c8052d1be333ca1cd7'}",45520896.0,-495.89508056640625,0.0,0.00022650677419733256,0.0
45089.506391446834,45774848.0,0.0,2324.525014468,0.0009765625,559.47802734375,0.03125,0.00934559665620327,0.9453125,140.767578125,0.03125,0.0,1774220036.8365304,0.0,0.0,,45774848.0,-562.7501220703125,0.0,0.00029626418836414814,0.0
44718.17583786133,46028800.0,0.0,2333.136195763,0.0009765625,830.90478515625,0.00390625,0.011349638924002647,0.326171875,221.6103515625,0.00390625,0.0,1774220045.5515037,0.0,0.0,,46028800.0,-886.244873046875,0.0,9.399704867973924e-05,0.0
45107.883280832844,46282752.0,0.0,2341.79495409,0.0,583.294677734375,0.0,0.009520855732262135,2.7705078125,162.5361328125,0.0,0.0,1774220054.1627026,0.0,0.0,,46282752.0,-649.8597412109375,0.0,8.763113874010742e-05,0.0
45007.641943388626,46536704.0,0.0,2350.432321599,0.0029296875,413.1300354003906,0.576171875,0.0034627229906618595,5.3134765625,118.5166015625,0.576171875,0.0,1774220062.8214939,0.0,0.0,,46536704.0,-473.7116394042969,0.0,0.00013293071242514998,0.0
44947.5024486777,46790656.0,0.0,2380.04540528,0.001953125,646.111572265625,0.9375,0.003013642504811287,3.2822265625,182.4150390625,0.9375,0.0,1774220101.07252,0.0,0.0,"{'sha256': 'cd03d8c2e811deb639cff3ac57b6bcc10196acd7dfed4069acf61586d4cd6fd5', 'path': 'media/html/render_46790656_cd03d8c2e811deb639cf.html', 'size': 4026493.0, '_type': 'html-file'}",46790656.0,-729.1199951171875,0.0,0.00011124744196422398,0.0
44799.80180735745,47044608.0,0.0,2388.880355561,0.0009765625,921.0755615234375,0.0029296875,0.0005315676680766046,5.3154296875,266.9013671875,0.0029296875,0.0,1774220101.262613,0.0,0.0,,47044608.0,-1066.9937744140625,0.0,0.00014686175563838333,0.0
44900.08182064819,47298560.0,0.0,2397.540201524,0.0009765625,1645.202392578125,0.0009765625,-0.002994053065776825,2.607421875,461.478515625,0.0009765625,0.0,1774220109.906877,0.0,0.0,,47298560.0,-1845.15673828125,0.0,0.000268172676442191,0.0
44994.44363678145,47552512.0,0.0,2406.145982431,0.0009765625,1794.306396484375,0.67578125,-0.005674254614859819,6.0908203125,516.8779296875,0.67578125,0.0,1774220118.5666997,0.0,0.0,,47552512.0,-2066.749267578125,0.0,0.0003074211999773979,0.0
45155.36888850415,47806464.0,0.0,2414.823018187,0.0,1661.68798828125,0.0,-0.0044365376234054565,3.521484375,481.271484375,0.0,0.0,1774220127.1725762,0.0,0.0,,47806464.0,-1924.7431640625,0.0,0.00030877531389705837,0.0
44927.24529886551,48060416.0,0.0,2442.47903096,0.0048828125,1332.698486328125,1.6650390625,-0.003131171455606818,9.748046875,394.0947265625,1.6650390625,0.0,1774220163.5061255,0.0,0.0,"{'_type': 'html-file', 'sha256': 'ffd29b58d4da1bb18fd606a274b312335a0b94c5a03c99a8379d832feaacaab8', 'path': 'media/html/render_48060416_ffd29b58d4da1bb18fd6.html', 'size': 3956065.0}",48060416.0,-1575.814697265625,0.0,0.000243282804149203,0.0
45089.39568667347,48314368.0,0.0,2451.358655127,0.0,1662.55078125,0.0,-0.0013687348691746593,2.052734375,468.548828125,0.0,0.0,1774220163.6987803,0.0,0.0,,48314368.0,-1873.76171875,0.0,0.00023499918461311609,0.0
44870.4238234125,48568320.0,0.0,2459.970618095,0.001953125,815.6038818359375,0.0068359375,-0.0010780004085972905,5.552734375,221.984375,0.0068359375,0.0,1774220172.3853278,0.0,0.0,,48568320.0,-887.4249877929688,0.0,0.0002151847875211388,0.0
45155.32677421033,48822272.0,0.0,2468.645987066,0.0009765625,534.1758422851562,0.017578125,-0.00784887745976448,5.0693359375,151.6181640625,0.017578125,0.0,1774220180.9972162,0.0,0.0,,48822272.0,-606.246826171875,0.0,0.00046453127288259566,0.0
44891.78763101212,49076224.0,0.0,2477.267107895,0.001953125,550.4631958007812,0.0400390625,-0.0014030488673597574,13.5419921875,170.8876953125,0.0400390625,0.0,1774220189.6725504,0.0,0.0,,49076224.0,-683.2661743164062,0.0,0.0004218706162646413,0.0
